FINESCALE_ID,ID_1,ID_2,TYPE,N_IND,ORDER,FAMILY,GENUS,SPECIES,ETH_A,SI_A,RESOLUTION,
Viviparus,A,18,AB,0,Architaenioglossa,Viviparidae,Viviparus,NA,0,0,Genus,
Xerobdellidae,A,1,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,2,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,3,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,4,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,5,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,6,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,7,AB,1,Arhynchobdellidae,Xerobdellidae,NA,NA,1,0,Family,
Xerobdellidae,A,8,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,9,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,10,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,11,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,12,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,13,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,14,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,15,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,16,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,17,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,A,18,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Aeshna,B,1,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,2,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,3,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,4,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,5,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,6,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,7,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,8,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,9,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,10,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,11,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,12,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,13,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,14,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,15,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,16,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,17,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,B,18,AB,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Agrypnia,B,1,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,2,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,3,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,4,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,5,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,6,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,7,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,8,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,9,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,10,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,11,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,12,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,13,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,14,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,15,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,16,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,17,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,B,18,AB,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Argia,B,1,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,2,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,3,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,4,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,5,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,6,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,7,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,8,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,9,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,10,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,11,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,12,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,13,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,14,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,15,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,16,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,17,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,B,18,AB,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Arigomphus,B,1,AB,1,Odonata,Gomphidae,Arigomphus,NA,0,1,Genus,
Arigomphus,B,2,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,B,3,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,B,4,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,B,5,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,B,6,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,B,7,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,B,8,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,B,9,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,B,10,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,B,11,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,B,12,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,B,13,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,B,14,AB,1,Odonata,Gomphidae,Arigomphus,NA,0,1,Genus,
Arigomphus,B,15,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,B,16,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,B,17,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,B,18,AB,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Cernotina,B,1,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,2,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,3,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,4,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,5,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,6,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,7,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,8,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,9,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,10,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,11,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,12,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,13,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,14,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,15,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,16,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,17,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,B,18,AB,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Chironomidae,B,1,AB,0,Diptera,Chironomidae,NA,NA,0,0,Family,
Chironomidae,B,2,AB,1,Diptera,Chironomidae,NA,NA,1,0,Family,
Chironomidae,B,3,AB,0,Diptera,Chironomidae,NA,NA,0,0,Family,
Chironomidae,B,4,AB,4,Diptera,Chironomidae,NA,NA,4,0,Family,
Chironomidae,B,5,AB,0,Diptera,Chironomidae,NA,NA,0,0,Family,
Chironomidae,B,6,AB,7,Diptera,Chironomidae,NA,NA,7,0,Family,
Chironomidae,B,7,AB,2,Diptera,Chironomidae,NA,NA,2,0,Family,
Chironomidae,B,8,AB,4,Diptera,Chironomidae,NA,NA,4,0,Family,
Chironomidae,B,9,AB,0,Diptera,Chironomidae,NA,NA,0,0,Family,
Chironomidae,B,10,AB,2,Diptera,Chironomidae,NA,NA,2,0,Family,
Chironomidae,B,11,AB,7,Diptera,Chironomidae,NA,NA,7,0,Family,
Chironomidae,B,12,AB,0,Diptera,Chironomidae,NA,NA,0,0,Family,
Chironomidae,B,13,AB,0,Diptera,Chironomidae,NA,NA,0,0,Family,
Chironomidae,B,14,AB,3,Diptera,Chironomidae,NA,NA,3,0,Family,
Chironomidae,B,15,AB,0,Diptera,Chironomidae,NA,NA,0,0,Family,
Chironomidae,B,16,AB,1,Diptera,Chironomidae,NA,NA,1,0,Family,
Chironomidae,B,17,AB,0,Diptera,Chironomidae,NA,NA,0,0,Family,
Chironomidae,B,18,AB,0,Diptera,Chironomidae,NA,NA,0,0,Family,
Cinygmula,B,1,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,2,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,3,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,4,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,5,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,6,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,7,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,8,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,9,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,10,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,11,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,12,AB,1,Ephemenoptera,Heptageniidae,Cinygmula,NA,1,0,Genus,
Cinygmula,B,13,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,14,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,15,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,16,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,17,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,B,18,AB,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Crangonyx,B,1,AB,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,B,2,AB,7,Amphipoda,Crangonyctidae,Crangonyx,NA,7,0,Genus,
Crangonyx,B,3,AB,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,B,4,AB,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,B,5,AB,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,B,6,AB,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,B,7,AB,1,Amphipoda,Crangonyctidae,Crangonyx,NA,1,0,Genus,
Crangonyx,B,8,AB,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,B,9,AB,5,Amphipoda,Crangonyctidae,Crangonyx,NA,5,0,Genus,
Crangonyx,B,10,AB,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,B,11,AB,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,B,12,AB,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,B,13,AB,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,B,14,AB,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,B,15,AB,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,B,16,AB,1,Amphipoda,Crangonyctidae,Crangonyx,NA,1,0,Genus,
Crangonyx,B,17,AB,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,B,18,AB,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Dannella,B,1,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,B,2,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,B,3,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,B,4,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,B,5,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,B,6,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,B,7,AB,1,Ephemenoptera,Ephemerellidae,Dannella,NA,1,0,Genus,
Dannella,B,8,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,B,9,AB,3,Ephemenoptera,Ephemerellidae,Dannella,NA,0,3,Genus,
Dannella,B,10,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,B,11,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,B,12,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,B,13,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,B,14,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,B,15,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,B,16,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,B,17,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,B,18,AB,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dicranopselaphus,B,1,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,2,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,3,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,4,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,5,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,6,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,7,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,8,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,9,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,10,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,11,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,12,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,13,AB,1,Coleoptera,Psephenidae,Dicranopselaphus,NA,1,0,Genus,
Dicranopselaphus,B,14,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,15,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,16,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,17,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,B,18,AB,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Enallagma,B,1,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,2,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,3,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,4,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,5,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,6,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,7,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,8,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,9,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,10,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,11,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,12,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,13,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,14,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,15,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,16,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,17,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,B,18,AB,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Ephemera,B,1,AB,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,B,2,AB,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,B,3,AB,4,Ephemenoptera,Ephemeridae,Ephemera,NA,2,2,Genus,
Ephemera,B,4,AB,1,Ephemenoptera,Ephemeridae,Ephemera,NA,1,0,Genus,
Ephemera,B,5,AB,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,B,6,AB,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,B,7,AB,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,B,8,AB,7,Ephemenoptera,Ephemeridae,Ephemera,NA,2,5,Genus,
Ephemera,B,9,AB,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,B,10,AB,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,B,11,AB,1,Ephemenoptera,Ephemeridae,Ephemera,NA,0,1,Genus,
Ephemera,B,12,AB,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,B,13,AB,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,B,14,AB,1,Ephemenoptera,Ephemeridae,Ephemera,NA,0,1,Genus,
Ephemera,B,15,AB,1,Ephemenoptera,Ephemeridae,Ephemera,NA,1,0,Genus,
Ephemera,B,16,AB,1,Ephemenoptera,Ephemeridae,Ephemera,NA,0,1,Genus,
Ephemera,B,17,AB,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,B,18,AB,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Eurylophella,B,1,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,2,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,3,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,4,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,5,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,6,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,7,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,8,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,9,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,10,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,11,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,12,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,13,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,14,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,15,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,16,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,17,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,B,18,AB,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Gomphus,B,1,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,2,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,3,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,4,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,5,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,6,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,7,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,8,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,9,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,10,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,11,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,12,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,13,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,14,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,15,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,16,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,17,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,B,18,AB,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Haliplus,B,1,AB,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,B,2,AB,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,B,3,AB,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,B,4,AB,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,B,5,AB,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,B,6,AB,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,B,7,AB,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,B,8,AB,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,B,9,AB,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,B,10,AB,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,B,11,AB,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,B,12,AB,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,B,13,AB,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,B,14,AB,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,B,15,AB,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
