FISH_N,STRUCT_1_AGE_READER_1,STRUCT_1_AGE_READER_2,STRUCT_2_AGE_READER_1,STRUCT_2_AGE_READER_2,REAL_AGE,FINAL_AGE,YEAR_CLASS_FINAL_AGE,READER_1,READER_2,STRUCTURE,SECTION,MEASUREMENT_AXIS,PICTURE_ID1,PICTURE_ID2,PICTURE_ID3,F-E,F-A1,A1-A2,A2-A3,A3-A4,A4-A5,A5-A6,A6-A7,A7-A8,A8-A9,A9-A10,LA-E,CLEAR_ZONE,COMMENTS
SMB.FBL.051410.BEF.031,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
SMB.FBL.051410.BEF.032,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
SMB.FBL.051410.BEF.033,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
SMB.FBL.051410.BEF.052,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.051410.BEF.053,1,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Poor otolith
SMB.FBL.051410.BEF.054,1,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
SMB.FBL.051509.BEF.003,1,1,,,,1,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.051509.BEF.009,1,1,,,,1,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.051509.BEF.016,2,2,,,,2,2007,EAB,KJJ,,,,,,,,,,,,,,,,,,,,second annulus on edge
SMB.FBL.051509.BEF.017,2,2,,,,2,2007,EAB,KJJ,,,,,,,,,,,,,,,,,,,,second annulus on edge
SMB.FBL.051509.BEF.042,2,2,,,,2,2007,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.051509.BEF.043,2,2,,,,2,2007,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.051509.BEF.046,1,1,,,,1,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.051509.BEF.047,1,1,,,,1,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.051510.BEF.001,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
SMB.FBL.051510.BEF.002,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
SMB.FBL.051510.BEF.003,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
SMB.FBL.051510.BEF.006,1,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
SMB.FBL.051510.BEF.009,4,4,,,,4,2006,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
SMB.FBL.051510.BEF.012,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Poor otolith; counted edge
SMB.FBL.051609.BEF.002,1,1,,,,1,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.051609.BEF.005,1,1,,,,1,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.051609.BEF.008,3,3,,,,3,2006,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.051609.BEF.012,2,2,,,,2,2007,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.051808.BEF.005,1,,,,,1,2007,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.051808.BEF.007,1,,,,,1,2007,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.051808.BEF.008,1,,,,,1,2007,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.051808.BEF.012,1,,,,,1,2007,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.051808.BEF.015,1,,,,,1,2007,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.051908.BEF.006,2,,,,,2,2006,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.051908.BEF.007,2,,,,,2,2006,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.051908.BEF.010,1,,,,,1,2007,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.051908.BEF.012,4,,,,,4,2004,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.051908.BEF.015,1,,,,,1,2007,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.051908.BEF.016,1,,,,,1,2007,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.051908.BEF.018,1,,,,,1,2007,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.051908.BEF.019,1,,,,,1,2007,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.051908.BEF.020,4,,,,,4,2004,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.051908.BEF.021,2,,,,,2,2006,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.052013.BEF.031,2,2,,,,2,2011,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052013.BEF.032,2,2,,,,2,2011,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052013.BEF.033,2,2,,,,2,2011,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052013.BEF.034,2,2,,,,2,2011,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052013.BEF.081,3,3,,,,3,2010,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Reverse side is better
SMB.FBL.052013.BEF.084,2,2,,,,2,2011,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052013.BEF.094,3,3,,,,3,2010,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052014.BEF.032,2,2,,,,2,2012,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Assumed full year's growth after last annulus
SMB.FBL.052113.BEF.005,4,4,,,,4,2009,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052207.BEF.001,2,2,,,,2,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052207.BEF.018,2,2,,,,2,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052207.BEF.019,1,1,,,,1,2006,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052207.BEF.022,1,1,,,,1,2006,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052207.BEF.023,1,1,,,,1,2006,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052207.BEF.080,2,2,,,,2,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052306.BEF.078,2,2,,,,2,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Mount oto 2?
SMB.FBL.052306.BEF.079,3,,,,,3,2003,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.052406.BEF.009,4,,,,,4,2002,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.052406.BEF.010,4,,,,,4,2002,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.052505.BEF.010,1,1,,,,1,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052505.BEF.011,1,1,,,,1,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Maybe mount oto2
SMB.FBL.052505.BEF.016,1,1,,,,1,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052505.BEF.018,1,1,,,,1,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052505.BEF.025,1,1,,,,1,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052505.BEF.026,1,1,,,,1,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052505.BEF.043,1,1,,,,1,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052505.BEF.044,1,1,,,,1,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052505.BEF.046,1,1,,,,1,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052605.BEF.001,2,2,,,,2,2003,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052605.BEF.005,1,1,,,,1,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052704.BEF.001,9,9,,,,9,1995,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Including edge.
SMB.FBL.052704.BEF.001.R,9,9,,,,9,1995,Justin Chiotti,Mat Maxey,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.052704.BEF.002,3,3,,,,3,2001,Justin Chiotti,Mat Maxey,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.052704.BEF.004,3,3,,,,3,2001,Justin Chiotti,Mat Maxey,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.052704.BEF.006,2,2,,,,2,2002,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Including edge.
SMB.FBL.052704.BEF.006.R,2,2,,,,2,2002,Justin Chiotti,Mat Maxey,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.052704.BEF.007,2,2,,,,2,2002,Justin Chiotti,Mat Maxey,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.052704.BEF.008,3,3,,,,3,2001,Justin Chiotti,Mat Maxey,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.052704.BEF.009,3,3,,,,3,2001,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.052704.BEF.009.R,3,3,,,,3,2001,Justin Chiotti,Mat Maxey,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060109.BEF.020,1,1,,,,1,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,No annulus formation at the edge
SMB.FBL.060110.BEF.003,1,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,One close to edge
SMB.FBL.060110.BEF.004,2,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,One close to edge
SMB.FBL.060110.BEF.007,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060110.BEF.008,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060110.BEF.010,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060110.BEF.011,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060110.BEF.012,3,3,,,,3,2007,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060110.BEF.013,3,3,,,,3,2007,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060110.BEF.014,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060110.BEF.016,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,One close to edge
SMB.FBL.060110.BEF.017,1,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,One close to edge
SMB.FBL.060110.BEF.018,1,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,One close to edge
SMB.FBL.060110.BEF.019,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060110.BEF.021,3,3,,,,3,2007,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
SMB.FBL.060110.BEF.022,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
SMB.FBL.060110.BEF.023,1,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,One close to edge
SMB.FBL.060110.BEF.024,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060110.BEF.025,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060110.BEF.026,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060110.BEF.027,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060110.BEF.028,1,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060110.BEF.029,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,"Vateritic, but looks like one annulus and another year's growth"
SMB.FBL.060110.BEF.030,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060110.BEF.031,1,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060208.BEF.042,2,,,,,2,2006,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060208.BEF.043,3,,,,,3,2005,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060208.BEF.044,,,,,,,2008,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060208.BEF.047,1,,,,,1,2007,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060208.BEF.048,2,,,,,2,2006,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060208.BEF.049,2,,,,,2,2006,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060208.BEF.050,2,,,,,2,2006,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060208.BEF.052,2,,,,,2,2006,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060208.BEF.053,5,,,,,5,2003,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060208.BEF.054,4,,,,,4,2004,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060208.BEF.055,5,,,,,5,2003,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060208.BEF.056,2,,,,,2,2006,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060208.BEF.057,1,,,,,1,2007,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060214.BEF.002,3,3,,,,3,2011,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Assumed full year's growth after last annulus
SMB.FBL.060214.BEF.010,2,2,,,,2,2012,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Assumed full year's growth after last annulus
SMB.FBL.060214.BEF.020,3,3,,,,3,2011,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Assumed full year's growth after last annulus
SMB.FBL.060214.BEF.030,2,2,,,,2,2012,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Assumed full year's growth after last annulus
SMB.FBL.060214.BEF.032,2,2,,,,2,2012,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Assumed full year's growth after last annulus; did not count inner-most mark
SMB.FBL.060214.BEF.033,12,12,,,,12,2002,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Assumed full year's growth after last annulus
SMB.FBL.060214.BEF.034,4,4,,,,4,2010,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Last annulus visible at edge
SMB.FBL.060412.BEF.001,1,1,,,,1,2011,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,One close to edge
SMB.FBL.060412.BEF.004,1,1,,,,1,2011,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060412.BEF.005,1,1,,,,1,2011,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060412.BEF.009,2,2,,,,2,2010,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060412.BEF.011,1,1,,,,1,2011,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,One close to edge
SMB.FBL.060412.BEF.012,2,2,,,,2,2010,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,One close to edge
SMB.FBL.060412.BEF.013,2,2,,,,2,2010,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
SMB.FBL.060412.BEF.014,2,2,,,,2,2010,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060412.BEF.015,2,2,,,,2,2010,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,One close to edge
SMB.FBL.060412.BEF.016,2,2,,,,2,2010,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
SMB.FBL.060412.BEF.049,3,3,,,,3,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
SMB.FBL.060412.BEF.050,1,1,,,,1,2011,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060412.BEF.055,4,4,,,,4,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
SMB.FBL.060412.BEF.056,2,2,,,,2,2010,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,One close to edge
SMB.FBL.060412.BEF.057,1,1,,,,1,2011,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060412.BEF.059,1,1,,,,1,2011,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060412.BEF.060,1,1,,,,1,2011,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060412.BEF.061,1,1,,,,1,2011,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060412.BEF.063,1,1,,,,1,2011,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060412.BEF.064,1,1,,,,1,2011,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060512.BEF.001,6,6,,,,6,2006,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060512.BEF.002,2,2,,,,2,2010,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060512.BEF.003,2,2,,,,2,2010,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,One close to edge
SMB.FBL.060512.BEF.004,1,1,,,,1,2011,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,One close to edge
SMB.FBL.060512.BEF.006,1,1,,,,1,2011,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060512.BEF.007,1,1,,,,1,2011,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060512.BEF.010,3,3,,,,3,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.060906.BEF.012,3,,,,,3,2003,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060906.BEF.015,5,,,,,5,2001,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060906.BEF.017,4,,,,,4,2002,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060906.BEF.019,4,,,,,4,2002,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.060914.BEF.001,4,4,,,,4,2010,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Last annulus visible at edge
SMB.FBL.060914.BEF.009,6,6,,,,6,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Last annulus visible at edge
SMB.FBL.061206.BEF.001,4,,,,,4,2002,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,AGE IS AN ESTIMATE OTOLITHS WERE BROKEN
SMB.FBL.061206.BEF.002,4,,,,,4,2002,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.061206.BEF.003,3,,,,,3,2003,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.061206.BEF.005,4,,,,,4,2002,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.061305.BEF.001,2,2,,,,2,2003,EAB,KJJ,,,,,,,,,,,,,,,,,,,,"Second annulus on edge, reverse/side light"
SMB.FBL.061305.BEF.003,2,2,,,,2,2003,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.061305.BEF.005,3,3,,,,3,2002,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.061305.BEF.013,3,3,,,,3,2002,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.061305.BEF.014,3,3,,,,3,2002,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.061305.BEF.015,3,3,,,,3,2002,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Annuli not very distinctive
SMB.FBL.061305.BEF.018,3,3,,,,3,2002,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.061305.BEF.020,2,2,,,,2,2003,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.061305.BEF.021,3,3,,,,3,2002,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.062304.BEF.001,2,2,,,,2,2002,Justin Chiotti,Mat Maxey,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.062304.BEF.002,3,3,,,,3,2001,Justin Chiotti,Mat Maxey,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.062304.BEF.003,4,4,,,,4,2000,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.062304.BEF.003.R,4,4,,,,4,2000,Justin Chiotti,Mat Maxey,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.062304.BEF.004,3,3,,,,3,2001,Justin Chiotti,Mat Maxey,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.062304.BEF.005,3,3,,,,3,2001,EAB,KJJ,,,,,,,,,,,,,,,,,,,,"Possibly 2, but possible annulus forming at edge."
SMB.FBL.062304.BEF.005.R,3,3,,,,3,2001,Justin Chiotti,Mat Maxey,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.062304.BEF.006,3,3,,,,3,2001,Justin Chiotti,Mat Maxey,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.062304.BEF.007,2,2,,,,2,2002,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.062304.BEF.008,2,2,,,,2,2002,Justin Chiotti,Mat Maxey,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
SMB.FBL.062304.BEF.009,3,3,,,,3,2001,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Third annulus on the edge.
