YSAMP,MTS_N,GROUP,ORDER (OR ABOVE),FAMILY,GENUS,SPECIES,LIFE STAGE,TOTAL_N,VOUCHER,ISOTOPE,NOTES,
SHS.UCL.2023.002,TR.UCL.2023.220,,trichoptera,Limnephilidae,,,larval,1,0,0,emerging,
SHS.UCL.2023.002,EP.UCL.2023.221,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,1,0,1,,
SHS.UCL.2023.003,DE.UCL.2023.222,,Decapoda,Cambaridae,Cambarus,bartoni,adult,1,0,1,,
SHS.UCL.2023.003,DE.UCL.2023.223,,Decapoda,Cambaridae,Cambarus,bartoni,adult,1,0,1,,
SHS.UCL.2023.004,EP.UCL.2023.224,,ephemeroptera,Heptageniidae,Stenonema,,larval,1,0,1,,
SHS.UCL.2023.004,EP.UCL.2023.225,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,2,0,2,,
SHS.UCL.2023.005,EP.UCL.2023.226,,ephemeroptera,Heptageniidae,Stenonema,,larval,1,0,1,,
SHS.UCL.2023.005,EP.UCL.2023.227,,ephemeroptera,Heptageniidae,Stenonema,,larval,1,0,1,,
SHS.UCL.2023.005,EP.UCL.2023.228,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,2,0,2,,
SHS.UCL.2023.005,EP.UCL.2023.229,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,1,0,1,,
SHS.UCL.2023.006,TR.UCL.2023.230,,trichoptera,Limnephilidae,Limnephilus,,larval,1,0,1,,
SHS.UCL.2023.006,TR.UCL.2023.231,,trichoptera,Limnephilidae,Pycnopsyche,,larval,1,0,1,,
SHS.UCL.2023.006,EP.UCL.2023.232,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,1,0,1,,
SHS.UCL.2023.006,EP.UCL.2023.233,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,1,0,1,,
SHS.UCL.2023.006,EP.UCL.2023.234,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,2,0,2,,
SHS.UCL.2023.006,EP.UCL.2023.235,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,2,0,2,,
DPN.UCL.2023.001,OD.UCL.2023.236,,Odonata,Macromiidae,Didymops,,larval,1,0,1,,
DPN.UCL.2023.001,OD.UCL.2023.237,,Odonata,Macromiidae,Didymops,,larval,1,0,1,,
DPN.UCL.2023.001,EP.UCL.2023.238,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,3,0,3,,
DPN.UCL.2023.001,EP.UCL.2023.239,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,3,0,3,,
DPN.UCL.2023.001,EP.UCL.2023.240,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,3,0,3,,
DPN.UCL.2023.001,EP.UCL.2023.241,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,1,0,1,,
DPN.UCL.2023.001,MO.UCL.2023.242,,Gastropoda ,Viviparidae,,,adult,1,0,1,didn't key out because of itme,
DPN.UCL.2023.001,TR.UCL.2023.243,,trichoptera,Polycentropodidae,Polycentropus,,larval,1,0,1,,
DPN.UCL.2023.001,CO.UCL.2023.244,,Coleoptera,Haliplidae,Peltodytes,,adult,1,0,1,,
DPN.UCL.2023.002,OD.UCL.2023.245,,Odonata,Aeshnidae ,Aeshna,,larval,1,0,1,,
DPN.UCL.2023.002,OD.UCL.2023.246,,Odonata,Corduliidae,Tetragoneuria,,larval,1,0,1,,
DPN.UCL.2023.002,EP.UCL.2023.247,,ephemeroptera,Baetidae,Baetis,,larval,2,0,2,,
DPN.UCL.2023.002,EP.UCL.2023.248,,ephemeroptera,Baetidae,Baetis,,larval,1,0,1,,
DPN.UCL.2023.002,EP.UCL.2023.249,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,3,0,3,,
DPN.UCL.2023.002,EP.UCL.2023.250,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,3,0,3,,
DPN.UCL.2023.002,EP.UCL.2023.251,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,4,0,3,,
DPN.UCL.2023.002,GA.UCL.2023.252,,Gastropoda ,Viviparidae,,,larval,1,0,1,,
DPN.UCL.2023.002,NULL.DEGRADED,,Hydrachnidia,unidentified,,,larval,0,0,0,no sample taken too small ,
SHS.HTL.2023.001,AN.HTL.2023.253,,Anura,unidentified,,,larval,2,0,2,unidentifiable ,
SHS.HTL.2023.001,EP.HTL.2023.254,,ephemeroptera,Heptageniidae,Stenacron,,larval,1,0,1,,
SHS.HTL.2023.001,EP.HTL.2023.255,,ephemeroptera,Heptageniidae,Stenacron,,larval,1,0,1,,
SHS.HTL.2023.001,EP.HTL.2023.256,,ephemeroptera,Heptageniidae,Stenacron,,larval,1,0,1,,
SHS.HTL.2023.001,EP.HTL.2023.257,,ephemeroptera,Heptageniidae,Stenacron,,larval,1,0,1,,
SHS.HTL.2023.001,EP.HTL.2023.258,,ephemeroptera,Heptageniidae,Stenacron,,larval,5,0,4,,
SHS.HTL.2023.001,GA.HTL.2023.259,,Gastropoda ,Viviparidae,Viviparus,georgianus,adult,1,0,1,,
SHS.HTL.2023.001,GA.HTL.2023.260,,Gastropoda ,Viviparidae,Viviparus,georgianus,adult,1,0,1,,
SHS.HTL.2023.001,HI.HTL.2023.261,,Hirudinea,Piscicolidae,,,adult,1,0,1,,
SHS.HTL.2023.001,OD.HTL.2023.262,,Odonata,coenagrionidae,"Anomalagrion, Ishnura",,larval,1,0,1,,
SHS.HTL.2023.002,EP.HTL.2023.263,,ephemeroptera,Heptageniidae,Stenacron,,larval,1,0,1,,
SHS.HTL.2023.002,EP.HTL.2023.264,,ephemeroptera,Heptageniidae,Stenacron,,larval,1,0,1,,
SHS.HTL.2023.002,EP.HTL.2023.265,,ephemeroptera,Heptageniidae,Stenacron,,larval,1,0,1,,
SHS.HTL.2023.002,EP.HTL.2023.266,,ephemeroptera,Heptageniidae,Stenacron,,larval,1,0,1,,
SHS.HTL.2023.002,EP.HTL.2023.267,,ephemeroptera,Heptageniidae,Stenacron,,larval,6,0,6,,
SHS.HTL.2023.002,EP.HTL.2023.268,,ephemeroptera,Heptageniidae,Stenacron,,larval,6,0,6,,
SHS.HTL.2023.002,EP.HTL.2023.269,,ephemeroptera,Heptageniidae,Stenacron,,larval,6,0,6,,
SHS.HTL.2023.002,NULL.DEGRADED,,ephemeroptera,Heptageniidae,Stenacron,,larval,7,0,0,extra individuals thrown out,
SHS.HTL.2023.002,NULL.DEGRADED,,Anura,unidentified,,,larval,2,0,2,unidentifiable and decomposing so tosse,
SHS.HTL.2023.002,HI.HTL.2023.270,,Hirudinea,Piscicolidae,,,larval,1,0,1,,
DPN.HTL.2023.003,OD.HTL.2023.271,,Odonata,Gomphidae,Hagenius,,larval,1,0,1,,
DPN.HTL.2023.003,EP.HTL.2023.272,,ephemeroptera,Ephemeridae,Ephemera,,larval,1,0,1,,
DPN.HTL.2023.003,EP.HTL.2023.273,,ephemeroptera,Heptageniidae,Stenacron,,larval,1,0,1,,
DPN.HTL.2023.003,OD.HTL.2023.274,,Odonata,coenagrionidae,Enallagma,,larval,1,0,1,,
DPN.HTL.2023.003,OD.HTL.2023.275,,Odonata,coenagrionidae,Enallagma,,larval,1,0,1,,
DPN.HTL.2023.003,DI.HTL.2023.276,,Diptera,chironomidae,,,larval,1,0,1,,
DPN.HTL.2023.003,GA.HTL.2023.277,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis ,adult,1,0,1,,
DPN.HTL.2023.003,EP.HTL.2023.278,,trichoptera,Polycentropodidae,Polycentropus,,larval,1,0,1,,
DPN.HTL.2023.003X,EP.HTL.2023.279,,ephemeroptera,Heptageniidae,Stenacron,,larval,1,0,1,,
DPN.HTL.2023.003X,EP.HTL.2023.280,,ephemeroptera,Heptageniidae,Stenacron,,larval,1,0,1,,
DPN.HTL.2023.003X,EP.HTL.2023.281,,ephemeroptera,Heptageniidae,Stenacron,,larval,1,0,1,,
DPN.HTL.2023.003X,EP.HTL.2023.282,,ephemeroptera,Heptageniidae,Stenacron,,larval,1,0,1,,
DPN.HTL.2023.003X,EP.HTL.2023.283,,ephemeroptera,Heptageniidae,Stenacron,,larval,4,0,4,,
DPN.HTL.2023.003X,EP.HTL.2023.284,,ephemeroptera,Heptageniidae,Stenacron,,larval,4,0,4,,
DPN.HTL.2023.003X,EP.HTL.2023.285,,ephemeroptera,Heptageniidae,Stenacron,,larval,5,0,5,,
DPN.HTL.2023.003X,TR.HTL.2023.286,,trichoptera,Polycentropodidae,Polycentropus,,larval,1,0,1,,
DPN.HTL.2023.003X,AM.HTL.2023.287,,Amphipoda ,Talitridae,Hyella,,larval,1,0,1,,
DPN.HTL.2023.004,OD.HTL.2023.288,,Odonata,Gomphidae,Gomphus,,larval,1,0,1,,
DPN.HTL.2023.004,OD.HTL.2023.289,,Odonata,Gomphidae,Gomphus,,larval,1,0,1,,
DPN.HTL.2023.004,OD.HTL.2023.290,,Odonata,Gomphidae,Gomphus,,larval,1,0,1,,
DPN.HTL.2023.004,OD.HTL.2023.291,,Odonata,Gomphidae,Gomphus,,larval,1,0,1,,
DPN.HTL.2023.004,OD.HTL.2023.292,,Odonata,Gomphidae,Gomphus,,larval,1,0,1,,
DPN.HTL.2023.004,OD.HTL.2023.293,,Odonata,Gomphidae,Gomphus,,larval,1,0,1,,
DPN.HTL.2023.004,HI.HTL.2023.294,,Hirudinea,Piscicolidae,,,larval,1,0,1,,
DPN.HTL.2023.004,HE.HTL.2023.295,,Hemiptera,Corixidae ,Palmacorixia,,larval,1,0,1,,
DPN.HTL.2023.004,AM.HTL.2023.296,,Amphipoda ,Talitridae,Hyella,,larval,1,0,1,,
DPN.HTL.2023.004,GA.HTL.2023.297,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis ,adult,1,0,1,,
DPN.HTL.2023.004,GA.HTL.2023.298,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis ,adult,1,0,1,,
DPN.HTL.2023.004,GA.HTL.2023.299,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis ,adult,1,0,1,,
DPN.HTL.2023.004,GA.HTL.2023.300,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis ,adult,1,0,1,,
DPN.HTL.2023.004,GA.HTL.2023.301,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis ,adult,1,0,1,,
DPN.HTL.2023.004,GA.HTL.2023.302,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis ,adult,1,0,1,,
DPN.HTL.2023.004,GA.HTL.2023.303,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis ,adult,1,0,1,,
DPN.HTL.2023.005,OD.HTL.2023.304,,Odonata,Gomphidae,Gomphus,,larval,1,0,1,,
DPN.HTL.2023.005,OD.HTL.2023.305,,Odonata,Gomphidae,Gomphus,,larval,1,0,1,,
DPN.HTL.2023.005,OD.HTL.2023.306,,Odonata,Macromiidae,Didymops,,larval,1,0,1,,
DPN.HTL.2023.005,OD.HTL.2023.307,,Odonata,Gomphidae,Gomphus,,larval,1,0,1,,
DPN.HTL.2023.005,OD.HTL.2023.308,,Odonata,coenagrionidae,Enallagma,,larval,1,0,1,,
DPN.HTL.2023.005,OD.HTL.2023.309,,Odonata,coenagrionidae,Enallagma,,larval,1,0,1,,
DPN.HTL.2023.005,OD.HTL.2023.310,,Odonata,coenagrionidae,Enallagma,,larval,1,0,1,,
DPN.HTL.2023.005,OD.HTL.2023.311,,Odonata,coenagrionidae,Enallagma,,larval,1,0,1,,
DPN.HTL.2023.005,EP.HTL.2023.312,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,1,0,1,,
DPN.HTL.2023.006,OD.HTL.2023.313,,Odonata,coenagrionidae,Enallagma,,larval,1,0,1,,
DPN.HTL.2023.006,OD.HTL.2023.314,,Odonata,coenagrionidae,Enallagma,,larval,1,0,1,,
DPN.HTL.2023.006,HI.HTL.2023.315,,Hirudinea,Piscicolidae,,,larval,2,0,2,,
DPN.HTL.2023.006,EP.HTL.2023.316,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,1,0,1,,
DPN.HTL.2023.006,EP.HTL.2023.317,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,1,0,1,,
DPN.HTL.2023.006,EP.HTL.2023.318,,ephemeroptera,Heptageniidae,Stenacron,,larval,1,0,1,emerging,
DPN.HTL.2023.006,EP.HTL.2023.319,,ephemeroptera,Heptageniidae,Stenacron,,larval,3,0,3,,
DPN.HTL.2023.006,EP.HTL.2023.320,,ephemeroptera,Heptageniidae,Stenacron,,larval,3,0,3,,
DPN.HTL.2023.004,GA.HTL.2023.321,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis ,adult,1,0,1,,
DPN.HTL.2023.004,GA.HTL.2023.322,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis ,adult,1,0,1,,
DPN.HTL.2023.004,NULL.DEGRADED,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis ,adult,0,2,0,,
DPN.HTL.2023.004,NULL,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis ,adult,0,1,0,voucher,
DPN.SEL.2023.001,OD.SEL.2023.323,,Odonata,Corduliidae,Tetragoneuria,,nymph,1,0,1,,
DPN.SEL.2023.001,OD.SEL.2023.324,,Odonata,Corduliidae,Tetragoneuria,,nymph,1,0,1,,
DPN.SEL.2023.001,OD.SEL.2023.325,,Odonata,Corduliidae,Tetragoneuria,,nymph,1,0,1,,
DPN.SEL.2023.001,OD.SEL.2023.326,,Odonata,Aeshnidae ,Basiaeschna,janata,nymph,1,0,1,,
DPN.SEL.2023.001,OD.SEL.2023.327,,Odonata,coenagrionidae,Enallagma,,nymph,1,0,1,,
DPN.SEL.2023.001,OD.SEL.2023.328,,Odonata,coenagrionidae,Enallagma,,nymph,1,0,1,,
DPN.SEL.2023.001,OD.SEL.2023.329,,Odonata,coenagrionidae,Enallagma,,nymph,1,0,1,,
DPN.SEL.2023.001,OD.SEL.2023.330,,Odonata,coenagrionidae,Enallagma,,nymph,1,0,1,,
DPN.SEL.2023.001,EP.SEL.2023.331,,ephemeroptera,Ephemerellidae,Eurylophella,,nymph,2,0,2,,
SHS.SEL.2023.001,EP.SEL.2023.332,,ephemeroptera,Heptageniidae,Stenonema,,nymph,1,0,1,,
SHS.SEL.2023.001,EP.SEL.2023.333,,ephemeroptera,Heptageniidae,Stenonema,,nymph,1,0,1,,
SHS.SEL.2023.001,EP.SEL.2023.334,,ephemeroptera,Heptageniidae,Stenonema,,nymph,1,0,1,,
SHS.SEL.2023.001,EP.SEL.2023.335,,ephemeroptera,Heptageniidae,Stenacron,,nymph,1,0,1,,
SHS.SEL.2023.001,EP.SEL.2023.336,,ephemeroptera,Heptageniidae,Stenacron,,nymph,1,0,1,,
SHS.SEL.2023.001,EP.SEL.2023.337,,ephemeroptera,Heptageniidae,Stenacron,,nymph,1,0,1,,
SHS.SEL.2023.001,EP.SEL.2023.338,,ephemeroptera,Heptageniidae,Stenacron,,nymph,1,0,1,,
SHS.SEL.2023.001,EP.SEL.2023.339,,ephemeroptera,Heptageniidae,Stenacron,,nymph,7,0,7,,
SHS.SEL.2023.001,OD.SEL.2023.340,,Odonata,Corduliidae,Tetragoneuria,,nymph,1,0,1,,
DPN.SEL.2023.002,OD.SEL.2023.341,,Odonata,coenagrionidae,Enallagma,,nymph,1,0,1,,
DPN.SEL.2023.002,EP.SEL.2023.342,,ephemeroptera,Heptageniidae,Stenacron,,nymph,1,0,1,,
DPN.SEL.2023.002,EP.SEL.2023.343,,ephemeroptera,Ephemerellidae,Eurylophella,,nymph,3,0,3,,
DPN.SEL.2023.002,OD.SEL.2023.344,,Odonata,Corduliidae,Helocurdulia,,nymph,1,0,1,,
DPN.SEL.2023.003,OD.SEL.2023.345,,Odonata,Corduliidae,Tetragoneuria,,nymph,1,0,1,,
DPN.SEL.2023.003,OD.SEL.2023.346,,Odonata,Gomphidae,Arigomphus,,nymph,1,0,1,,
DPN.SEL.2023.003,OD.SEL.2023.347,,Odonata,Gomphidae,Arigomphus,,nymph,1,0,1,,
SHS.SEL.2023.002,EP.SEL.2023.348,,ephemeroptera,Heptageniidae,Stenacron,,nymph,1,0,1,,
SHS.SEL.2023.002,EP.SEL.2023.349,,ephemeroptera,Heptageniidae,Stenacron,,nymph,1,0,1,,
SHS.SEL.2023.002,EP.SEL.2023.350,,ephemeroptera,Heptageniidae,Stenacron,,nymph,1,0,1,,
SHS.SEL.2023.002,EP.SEL.2023.351,,ephemeroptera,Heptageniidae,Stenacron,,nymph,3,0,3,,
SHS.SEL.2023.002,EP.SEL.2023.352,,ephemeroptera,Heptageniidae,Stenacron,,nymph,3,0,3,,
SHS.SEL.2023.002,CO.SEL.2023.353,,Coleoptera,Elmidae,,,adult,1,0,1,,
SHS.SEL.2023.003,EP.SEL.2023.354,,ephemeroptera,Heptageniidae,Stenacron,,nymph,3,0,3,,
SHS.SEL.2023.003,EP.SEL.2023.355,,ephemeroptera,Heptageniidae,Stenacron,,nymph,3,0,3,,
SHS.SEL.2023.003,EP.SEL.2023.356,,ephemeroptera,Heptageniidae,Stenacron,,nymph,3,0,3,,
SHS.SEL.2023.003,EP.SEL.2023.357,,ephemeroptera,Heptageniidae,Stenacron,,nymph,3,0,3,,
SHS.SEL.2023.003,EP.SEL.2023.358,,ephemeroptera,Heptageniidae,Stenacron,,nymph,6,0,3,,
SHS.SEL.2023.003,CO.SEL.2023.353,,Coleoptera,Elmidae,,,adult,1,0,1,combined with vial above to increase weight,
SHS.SEL.2023.003,TR.SEL.2023.359,,trichoptera,Polycentropodidae,,,nymph,1,0,1,,
SHS.SEL.2023.003,BI.SEL.2023.360,,Bivalvia,Unionidae,Eliptio,complanata,adult,1,0,1,,
SHS.ECL.2023.002,DI.ECL.2023.361,,Diptera,chironomidae,,,,5,0,5,,
SHS.ECL.2023.002,OD.ECL.2023.362,,Odonata,Aeshnidae ,Basiaeschna,janata,nymph,1,0,1,,
SHS.ECL.2023.002,OD.ECL.2023.363,,Odonata,Aeshnidae ,Aeshna,,nymph,1,0,1,,
SHS.ECL.2023.002,OD.ECL.2023.364,,Odonata,Aeshnidae ,Aeshna,,nymph,1,0,1,,
SHS.ECL.2023.002,OD.ECL.2023.365,,Odonata,Aeshnidae ,Aeshna,,nymph,1,0,1,,
SHS.ECL.2023.001,DI.ECL.2023.366,,Diptera,chironomidae,,,juvenile,6,0,6,,
SHS.ECL.2023.001,OD.ECL.2023.367,,Coleoptera,Gyrinidae,Gyrinus,,nymph,2,0,2,,
SHS.ECL.2023.001,OD.ECL.2023.368,,Odonata,Aeshnidae ,Aeshna,,nymph,1,0,1,,
SHS.ECL.2023.001,OD.ECL.2023.369,,Odonata,Libellulidae,Leucorrhinia,,nymph,1,0,1,,
SHS.ECL.2023.003,DI.ECL.2023.370,,Diptera,chironomidae,,,juvenile,2,0,2,removed gut,
SHS.ECL.2023.004,DI.ECL.2023.370,,Diptera,chironomidae,,,juvenile,3,0,2,"1 decayed, 2 added into the other isotope vial ",
DPN.ECL.2023.001,OD.ECL.2023.371,,Odonata,Libellulidae,Libellula,,nymph,1,0,1,,
DPN.ECL.2023.001,OD.ECL.2023.372,,Odonata,Libellulidae,Libellula,,nymph,1,0,1,dif species than libellula above - looks kinda decomposed,
DPN.ECL.2023.001,CO.ECL.2023.373,,Coleoptera,Dytiscidae,,,adult,1,0,1,,
DPN.ECL.2023.001,HE.ECL.2023.374,,Hemiptera,Notonectidae,Buenoa,,adult,5,0,4,1 looked decomposed ,
DPN.ECL.2023.001,NULL.DEGRADED,,UNIDENTIFIED,UNIDENTIFIED,,,juvenile,1,0,0,decomposed,
DPN.ECL.2023.002,DI.ECL.2023.370,,Diptera,chironomidae,,,juvenile,3,0,3,included in that other sample,
DPN.ECL.2023.002,OD.ECL.2023.375,,Odonata,Libellulidae,Leucorrhinia,,nymph,1,0,1,,
DPN.ECL.2023.002,HE.ECL.2023.376,,Hemiptera,Corixidae ,,,adult,1,0,1,,
DPN.ECL.2023.002,HE.ECL.2023.377,,Hemiptera,Notonectidae,Buenoa,,adult,6,0,6,,
DPN.ECL.2023.003,NULL.DEGRADED,,Odonata,Libellulidae,Libellula,,nymph,1,0,0,"totally degraded, same one as above that looks decayed",
DPN.ECL.2023.003,HE.ECL.2023.378,,Hemiptera,Notonectidae,Buenoa,,adult,1,0,1,,
DPN.ECL.2023.003,DI.ECL.2023.379,,Diptera,chironomidae,,,juvenile,3,0,3,,
DPN.ECL.2023.003,OD.ECL.2023.380,,Odonata,Libellulidae,Leucorrhinia,,nymph,2,0,2,,
DPN.ECL.2023.004,OD.ECL.2023.381,,Odonata,Aeshnidae ,Aeshna,,nymph,1,0,1,,
DPN.ECL.2023.004,OD.ECL.2023.382,,Odonata,Aeshnidae ,Aeshna,,nymph,1,0,1,,
DPN.ECL.2023.004,OD.ECL.2023.383,,Odonata,Libellulidae,Leucorrhinia,,nymph,1,0,1,,
DPN.ECL.2023.004,OD.ECL.2023.384,,Odonata,Libellulidae,Leucorrhinia,,nymph,1,0,1,,
SHS.MSL.2023.002,EP.MSL.2023.385,,ephemeroptera,Baetiscidae,Baetisca,,nymph,1,0,1,,
SHS.MSL.2023.002,EP.MSL.2023.386,,ephemeroptera,Baetiscidae,Baetisca,,nymph,1,0,1,,
SHS.MSL.2023.002,EP.MSL.2023.387,,ephemeroptera,Heptageniidae,Stenacron,,nymph,4,0,3,,
SHS.MSL.2023.002,EP.MSL.2023.388,,ephemeroptera,Heptageniidae,Stenacron,,nymph,3,0,3,,
SHS.MSL.2023.002,EP.MSL.2023.389,,ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.MSL.2023.002,EP.MSL.2023.390,,ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.MSL.2023.002,EP.MSL.2023.391,,ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.MSL.2023.002,EP.MSL.2023.392,,ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.MSL.2023.002,EP.MSL.2023.393,,ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.MSL.2023.002,EP.MSL.2023.394,,ephemeroptera,Heptageniidae,Stenonema,,,3,0,3,,
SHS.MSL.2023.002,EP.MSL.2023.395,,ephemeroptera,Heptageniidae,Stenonema,,,4,0,4,,
SHS.MSL.2023.002,OD.MSL.2023.396,,Odonata,Aeshnidae ,Boyeria,,,1,0,1,,
SHS.MSL.2023.002,OD.MSL.2023.397,,Odonata,coenagrionidae,"Anomalagriron, Ischnura",,,1,0,1,,
SHS.MSL.2023.002,OD.MSL.2023.398,,Odonata,coenagrionidae,"Anomalagriron, Ischnura",,,1,0,1,,
SHS.MSL.2023.002,OD.MSL.2023.399,,Odonata,Corduliidae,Tetragoneuria,,,1,0,1,,
SHS.MSL.2023.002,AM.MSL.2023.400,,Amphipoda ,Talitridae,Hyella,,,1,0,1,,
SHS.MSL.2023.002,CO.MSL.2023.401,,Coleoptera,Elmidae,,,,1,0,1,,
SHS.MSL.2023.002,GA.MSL.2023.402,,Gastropoda ,Lymnaeidae,,,,1,0,1,,
DPN.MSL.2023.002,AM.MSL.2023.403,,Amphipoda ,Talitridae,Hyella,,,18,0,18,,
DPN.MSL.2023.002,OD.MSL.2023.404,,Odonata,coenagrionidae,"Anomalagriron, Ischnura",,,1,0,1,,
DPN.MSL.2023.002,OD.MSL.2023.405,,Odonata,Gomphidae,Gomphus,,,1,,,,
DPN.MSL.2023.002,OD.MSL.2023.406,,Odonata,Gomphidae,Gomphus,,,1,,,,
DPN.MSL.2023.002,OD.MSL.2023.407,,Odonata,Gomphidae,Gomphus,,,2,,,,
DPN.MSL.2023.002,TR.MSL.2023.408,,trichoptera,Leptoceridae,,,,1,0,1,,
SHS.LCL.2023.001,HE.LCL.2023.409,,Hemiptera,Nepidae,Nepa,,,1,0,1,,
SHS.LCL.2023.001,NULL.DEGRADED,,ephemeroptera,Caenidae,Caenis,,,1,0,0,Degraded and yucky,
DPN.LCL.2023.001,OD.LCL.2023.410,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.LCL.2023.001,OD.LCL.2023.411,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.LCL.2023.001,OD.LCL.2023.412,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.LCL.2023.001,OD.LCL.2023.413,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.LCL.2023.001,OD.LCL.2023.414,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.LCL.2023.001,OD.LCL.2023.415,,Odonata,coenagrionidae,Enallgama,,,6,0,6,,
DPN.LCL.2023.001,OD.LCL.2023.416,,Odonata,coenagrionidae,Enallgama,,,5,0,5,,
DPN.LCL.2023.001,OD.LCL.2023.417,,Odonata,coenagrionidae,Enallgama,,,5,0,5,,
DPN.LCL.2023.001,OD.LCL.2023.418,,Odonata,coenagrionidae,Enallgama,,,1,0,1,differet species ,
DPN.LCL.2023.001,NULL.DEGRADED,,ephemeroptera,Caenidae,Caenis,,,2,0,2,Degraded and yucky,
DPN.LCL.2023.001,HE.LCL.2023.419,,Hemiptera,Notonectidae,Buenoa,,adult,4,0,4,,
DPN.LCL.2023.003,OD.LCL.2023.420,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.LCL.2023.003,OD.LCL.2023.421,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.LCL.2023.003,OD.LCL.2023.422,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.LCL.2023.003,OD.LCL.2023.423,,Odonata,coenagrionidae,"Anomalagrion, Ischnura",,,1,0,1,,
DPN.LCL.2023.003,OD.LCL.2023.424,,Odonata,Aeshnidae ,Aeshna,,,1,0,1,,
DPN.LCL.2023.003,OD.LCL.2023.425,,Odonata,Libellulidae,Leucorrhinia,,,1,0,1,,
DPN.LCL.2023.003,OD.LCL.2023.426,,Odonata,Libellulidae,Leucorrhinia,,,1,0,1,,
DPN.LCL.2023.003,EP.LCL.2023.427,,ephemeroptera,Caenidae,Caenis,,,1,0,1,,
DPN.LCL.2023.003,HE.LCL.2023.428,,Hemiptera,Notonectidae,Notonecta,,,1,0,1,,
DPN.LCL.2023.002,HE.LCL.2023.429,,Hemiptera,Notonectidae,Buenoa,,,7,0,7,,
DPN.LCL.2023.002,HE.LCL.2023.430,,Hemiptera,Notonectidae,Buenoa,,,6,0,7,,
DPN.LCL.2023.002,EP.LCL.2023.427,,ephemeroptera,Caenidae,Caenis,,,1,0,1,mixed in with the other saple,
DPN.LCL.2023.002,HE.LCL.2023.431,,Hemiptera,Corixidae ,,,,3,0,3,,
DPN.LCL.2023.002,HE.LCL.2023.432,,Hemiptera,Corixidae ,,,,2,0,2,,
DPN.LCL.2023.002,OD.LCL.2023.433,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.LCL.2023.002,OD.LCL.2023.434,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.LCL.2023.002,OD.LCL.2023.435,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.LCL.2023.002,OD.LCL.2023.436,,Odonata,coenagrionidae,Enallgama,,,5,0,5,,
SHS.DTL.2023.002,EP.DTL.2023.437,,ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.DTL.2023.002,EP.DTL.2023.438,,ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.DTL.2023.002,EP.DTL.2023.439,,ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.DTL.2023.002,EP.DTL.2023.440,,ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.DTL.2023.002,EP.DTL.2023.441,,ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
