YSAMP,MTS_N,GROUP,ORDER (OR ABOVE),FAMILY,GENUS,SPECIES,LIFE STAGE,TOTAL_N,VOUCHER,ISOTOPE,NOTES,
SHS.DTL.2023.002,EP.DTL.2023.442,,ephemeroptera,Heptageniidae,Stenonema,,,2,0,2,,
SHS.DTL.2023.002,EP.DTL.2023.443,,ephemeroptera,Heptageniidae,Stenonema,,,2,0,2,,
SHS.DTL.2023.002,EP.DTL.2023.444,,ephemeroptera,Heptageniidae,Stenonema,,,2,0,2,,
SHS.DTL.2023.002,EP.DTL.2023.445,,ephemeroptera,Heptageniidae,Stenonema,,,2,0,2,,
SHS.DTL.2023.002,CO.DTL.2023.446,,Coleoptera,Elmidae,Stenelmis,,,2,0,2,,
DPN.DTL.2023.002,TR.DTL.2023.447,,trichoptera,Limnephilidae,Platycentropus,,,1,0,1,,
DPN.DTL.2023.002,TR.DTL.2023.448,,trichoptera,Limnephilidae,Platycentropus,,  ,1,0,1,,
DPN.DTL.2023.002,CO.DTL.2023.449,,Coleoptera,Elmidae,Stenelmis,,,1,0,1,,
DPN.DTL.2023.002,AM.DTL.2023.450,,Amphipoda ,Talitridae,Hyella,,,1,0,1,,
DPN.DTL.2023.002,EP.DTL.2023.451,,ephemeroptera,Leptophlebiidae,Leptophlebia,,,1,0,1,,
DPN.DTL.2023.002,EP.DTL.2023.452,,ephemeroptera,Leptophlebiidae,Leptophlebia,,,2,0,2,,
DPN.DTL.2023.002,OD.DTL.2023.453,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.DTL.2023.002,OD.DTL.2023.454,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.DTL.2023.002,OD.DTL.2023.455,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.DTL.2023.002,OD.DTL.2023.456,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.DTL.2023.002,EP.DTL.2023.457,,ephemeroptera,Ephemerellidae,Eurylophella,,,1,0,1,,
DPN.DTL.2023.002,OD.DTL.2023.458,,Odonata,Gomphidae,Gomphus,,,1,0,1,,
DPN.DTL.2023.002,OD.DTL.2023.459,,Odonata,Gomphidae,Gomphus,,,1,0,1,,
DPN.DTL.2023.002,OD.DTL.2023.460,,Odonata,Macromiidae,Macromia,,,1,0,1,,
DPN.DTL.2023.002,OD.DTL.2023.461,,Odonata,Corduliidae,Tetragoneuria,,,1,0,1,,
DPN.DTL.2023.002,GA.DTL.2023.462,,Bivalvia,Sphaeriidae,,,,1,0,1,,
DPN.DTL.2023.004,EP.DTL.2023.463,,ephemeroptera,Heptageniidae,Stenonema,,,2,0,1,,
DPN.DTL.2023.004,TR.DTL.2023.464,,trichoptera,hydropsychidae,parapsyche,,,1,,1,,
DPN.DTL.2023.004,TR.DTL.2023.465,,trichoptera,hydropsychidae,parapsyche,,,1,,1,,
DPN.DTL.2023.004,TR.DTL.2023.466,,trichoptera,hydropsychidae,parapsyche,,,3,,3,,
DPN.DTL.2023.004,GA.DTL.2023.467,,Bivalvia,Sphaeriidae,,,,2,0,2,,
DPN.DTL.2023.004,DI.DTL.2023.468,,Diptera,chironomidae,,,,2,0,2,,
SHS.DTL.2023.004,EP.DTL.2023.469,,ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.DTL.2023.004,TR.DTL.2023.470,,trichoptera,hydropsychidae,macrostemum,,,1,,1,,
SHS.DTL.2023.004,TR.DTL.2023.471,,trichoptera,hydropsychidae,macrostemum,,,1,,1,,
SHS.DTL.2023.004,TR.DTL.2023.472,,trichoptera,hydropsychidae,macrostemum,,,1,,1,,
SHS.DTL.2023.004,TR.DTL.2023.473,,trichoptera,hydropsychidae,macrostemum,,,1,,1,,
SHS.DTL.2023.004,TR.DTL.2023.474,,trichoptera,hydropsychidae,macrostemum,,,5,,5,,
SHS.DTL.2023.004,TR.DTL.2023.475,,trichoptera,hydropsychidae,parapsyche,,,1,,1,,
SHS.DTL.2023.004,NULL.DEGRADED,,plecoptera,unidentified,,,,1,0,1,broken down and very very tiny,
SHS.DTL.2023.001,OD.DTL.2023.476,,Odonata,aeshnidae,boyeria,,,1,0,1,,
SHS.DTL.2023.001,OD.DTL.2023.477,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
SHS.DTL.2023.001,GA.DTL.2023.478,,Gastropoda ,Lymnaeidae,,,,2,0,2,,
SHS.DTL.2023.001,TR.DTL.2023.479,,trichoptera,limnephilidae,pycnopsyche,,,1,0,1,,
DPN.DTL.2023.001,OD.DTL.2023.480,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.DTL.2023.001,OD.DTL.2023.481,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.DTL.2023.001,OD.DTL.2023.482,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.DTL.2023.001,OD.DTL.2023.483,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.DTL.2023.001,OD.DTL.2023.484,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.DTL.2023.001,OD.DTL.2023.485,,Odonata,aeshnidae,boyeria,,,1,0,1,,
DPN.DTL.2023.001,OD.DTL.2023.486,,Odonata,Libellulidae,libellula,,,1,0,1,,
DPN.DTL.2023.001,OD.DTL.2023.487,,Odonata,Libellulidae,libellula,,,1,,1,,
DPN.DTL.2023.001,OD.DTL.2023.488,,Odonata,Gomphidae,agrgomphus,,,1,0,1,,
DPN.DTL.2023.001,AM.DTL.2023.489,,Amphipoda ,Talitridae,hyella,,,5,,5,,
DPN.DTL.2023.001,DI.DTL.2023.490,,Diptera,chironomidae,,,,2,,2,degraded but still tubed,
DPN.DTL.2023.001,EP.DTL.2023.491,,ephemeroptera,leptophlebiidae,choroterpes,,,1,0,1,,
DPN.DTL.2023.001,EP.DTL.2023.492,,ephemeroptera,degraded,,,,2,0,2,degraded but tubed I think baetidae but the filaments are all messed up,
DPN.DTL.2023.001,NULL,,coleoptera,haliplidae,,,,0,0,0,accidentally put down drain,
DPN.DTL.2023.003,EP.DTL.2023.493,,ephemeroptera,Heptageniidae,Stenonema,,,2,0,2,,
DPN.DTL.2023.003,OD.DTL.2023.494,,Odonata,aeshnidae,aeshna,,,1,0,1,,
DPN.DTL.2023.003,OD.DTL.2023.495,,Odonata,macromiidae,macromia,,,1,0,1,,
DPN.DTL.2023.003,OD.DTL.2023.496,,Odonata,macromiidae,macromia,,,1,0,1,,
DPN.DTL.2023.003,OD.DTL.2023.497,,Odonata,corduliidae,tetragoneuria,,,1,0,1,,
DPN.DTL.2023.003,HE.DTL.2023.498,,hemiptera,terrestrial,,,,1,0,1,,
SHS.DTL.2023.005,EP.DTL.2023.499,,ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.DTL.2023.005,EP.DTL.2023.500,,ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.DTL.2023.005,EP.DTL.2023.501,,ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.MSL.2023.003,EP.MSL.2023.502,,ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.MSL.2023.003,EP.MSL.2023.503,,ephemeroptera,Ephemerellidae,Eurylophella,,larval,1,0,1,,
SHS.MSL.2023.003,GA.MSL.2023.504,,Gastropoda ,Lymnaeidae,,,,6,0,6,,
SHS.MSL.2023.003,GA.MSL.2023.505,,Gastropoda ,planorbidae,,,,1,0,1,,
SHS.MSL.2023.003,AM.MSL.2023.506,,Amphipoda ,Talitridae,hyella,,,2,0,2,,
DPN.MSL.2023.003,EP.MSL.2023.507,,ephemeroptera,Baetiscidae,Baetisca,,,1,0,1,,
DPN.MSL.2023.003,CO.MSL.2023.508,,coleoptera,haliplidae,peltodytes,,,1,0,1,,
DPN.MSL.2023.003,EP.MSL.2023.509,,ephemeroptera,leptophlebiidae,leptophlebia,,,2,0,2,,
DPN.MSL.2023.003,AM.MSL.2023.510,,Amphipoda ,Talitridae,hyella,,,6,,6,,
DPN.MSL.2023.003,GA.MSL.2023.511,,Gastropoda ,planorbidae,,,,1,0,1,,
DPN.MSL.2023.003,GA.MSL.2023.512,,Gastropoda ,planorbidae,,,,1,0,1,,
DPN.MSL.2023.003,GA.MSL.2023.513,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis,,1,0,1,,
DPN.MSL.2023.003,MO.MSL.2023.514,,Bivalvia,Sphaeriidae,,,,2,0,2,,
DPN.MSL.2023.003,OD.MSL.2023.515,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.MSL.2023.003,OD.MSL.2023.516,,Odonata,coenagrionidae,Enallgama,,,2,0,2,,
DPN.MSL.2023.003,OD.MSL.2023.517,,Odonata,Gomphidae,gomphus,,,1,0,1,,
DPN.MSL.2023.003,OD.MSL.2023.518,,Odonata,Gomphidae,gomphus,,,1,0,1,,
DPN.MSL.2023.003,OD.MSL.2023.519,,Odonata,Gomphidae,gomphus,,,1,0,1,,
DPN.MSL.2023.003,OD.MSL.2023.520,,Odonata,Gomphidae,gomphus,,,1,0,1,,
SHS.MSL.2023.005,,,Gastropoda ,Lymnaeidae,,,,2,0,0,combined into othe sample,
SHS.MSL.2023.004,OD.MSL.2023.521,,Odonata,aeshnidae,aeshna,,,1,,1,,
SHS.MSL.2023.004,EP.MSL.2023.522,,ephemeroptera,Heptageniidae,Stenacron,,,1,0,1,,
SHS.MSL.2023.004,EP.MSL.2023.523,,ephemeroptera,leptophlebiidae,unidentified,,,1,0,1,gills degraded,
SHS.MSL.2023.004,AM.MSL.2023.524,,Amphipoda ,Talitridae,hyella,,,1,0,1,,
SHS.MSL.2023.004,GA.MSL.2023.525,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis,,7,,7,,
DPN.MSL.2023.004,GA.MSL.2023.526,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis,,1,,,,
DPN.MSL.2023.004,GA.MSL.2023.527,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis,,1,,,,
DPN.MSL.2023.004,GA.MSL.2023.528,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis,,1,,,,
DPN.MSL.2023.004,GA.MSL.2023.529,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis,,1,,,,
DPN.MSL.2023.004,GA.MSL.2023.530,,Gastropoda ,Viviparidae,Cipangopaludina,chinensis,,1,,,,
DPN.MSL.2023.004,OD.MSL.2023.531,,Odonata,Gomphidae,gomphus,,,2,0,1,one degraded,
DPN.MSL.2023.004,OD.MSL.2023.532,,Odonata,Gomphidae,gomphus,,,1,,1,,
DPN.MSL.2023.004,OD.MSL.2023.533,,Odonata,Gomphidae,gomphus,,,1,,1,,
DPN.MSL.2023.004,EP.MSL.2023.534,,ephemeroptera,caenidae,caenis,,,9,,9,,
DPN.MSL.2023.004,EP.MSL.2023.535,,ephemeroptera,caenidae,caenis,,,9,,9,,
DPN.MSL.2023.004,EP.MSL.2023.536,,ephemeroptera,caenidae,caenis,,,13,,9,,
DPN.MSL.2023.004,AM.MSL.2023.537,,Amphipoda ,Talitridae,hyella,,,5,,5,,
DPN.MSL.2023.004,OD.MSL.2023.538,,Odonata,Gomphidae,hagenius,,,1,0,1,,
DPN.MSL.2023.004,OD.MSL.2023.539,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.MSL.2023.004,OD.MSL.2023.540,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.MSL.2023.004,OD.MSL.2023.541,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.MSL.2023.004,OD.MSL.2023.542,,Odonata,Gomphidae,arigomphus,,,1,0,1,,
DPN.MSL.2023.004,NULL.DEGRADED,,ephemeroptera,leptophlebiidae,leptophlebia,,,1,0,0,degraded,
DPN.MSL.2023.004,MO.MSL.2023.543,,Bivalvia,Sphaeriidae,unidentified,,,7,,6,,
DPN.MSL.2023.004,MO.MSL.2023.544,,Bivalvia,Sphaeriidae,unidentified,,,1,,1,,
DPN.MSL.2023.004,GA.MSL.2023.545,,Gastropoda ,Viviparidae,Cipangopaludina,,,13,,13,,
DPN.MSL.2023.004,OD.MSL.2023.546,,Odonata,Libellulidae,Celithemis,,,1,0,1,,
DPN.MSL.2023.004,OD.MSL.2023.547,,Odonata,Corduliidae,Tetragoneuria,,,1,0,1,,
DPN.MSL.2023.004,OD.MSL.2023.548,,Odonata,Libellulidae,Libellula,,,1,0,1,,
SHS.MSL.2023.006,OD.MSL.2023.549,,Odonata,coenagrionidae,Argia,,,1,0,1,,
SHS.MSL.2023.006,GA.MSL.2023.550,,Gastropoda ,Viviparidae,Cipangopaludina,Chinenensis,,1,0,1,,
SHS.MSL.2023.006,GA.MSL.2023.551,,Gastropoda ,Viviparidae,Cipangopaludina,Chinenensis,,1,0,1,,
SHS.MSL.2023.006,GA.MSL.2023.552,,Gastropoda ,Viviparidae,Cipangopaludina,Chinenensis,,2,0,2,,
DPN.MSL.2023.005,AM.MSL.2023.553,,Amphipoda ,Talitridae,hyella,,,1,0,1,,
DPN.MSL.2023.005,NULL.DEGRADED,,Diptera,chironomidae,,,,1,0,0,falling apart,
DPN.MSL.2023.005,NULL.DEGRADED,,ephemeroptera,caenidae,caenis,,,1,0,0,degraded and small,
DPN.MSL.2023.005,EP.MSL.2023..554,,Amphipoda ,Talitridae,hyella,,,2,0,1,one not in good shape,
DPN.MSL.2023.005,OD.MSL.2023.555,,Odonata,coenagrionidae,Argia,,,1,0,1,,
DPN.MSL.2023.005,OD.MSL.2023.556,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.MSL.2023.005,OD.MSL.2023.557,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.MSL.2023.006,OD.MSL.2023.558,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.MSL.2023.007,OD.MSL.2023.559,,Odonata,Gomphidae,hagenius,,,1,,1,,
DPN.MSL.2023.007,OD.MSL.2023.560,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.MSL.2023.007,OD.MSL.2023.561,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.MSL.2023.007,OD.MSL.2023.562,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.MSL.2023.007,OD.MSL.2023.563,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.MSL.2023.007,OD.MSL.2023.564,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.MSL.2023.007,OD.MSL.2023.565,,Odonata,Aeshnidae,Boyeria,,,1,0,1,,
SHS.MSL.2023.007,EP.MSL.2023.566,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
DPN.MSL.2023.008,EP.MSL.2023.567,,Ephemeroptera,Heptageniidae,Stenonema,,,4,0,4,sort of degraded,
DPN.MSL.2023.008,OD.MSL.2023.568,,Amphipoda ,Talitridae,hyella,,,2,0,2,,
DPN.MSL.2023.008,OD.MSL.2023.569,,Odonata,coenagrionidae,Enallgama,,,2,0,2,,
DPN.MSL.2023.008,OD.MSL.2023.570,,Odonata,coenagrionidae,Enallgama,,,2,0,2,,
DPN.MSL.2023.008,OD.MSL.2023.571,,Odonata,coenagrionidae,Enallgama,,,2,0,2,,
DPN.MSL.2023.008,OD.MSL.2023.572,,Odonata,coenagrionidae,Enallgama,,,2,0,2,,
DPN.MSL.2023.008,OD.MSL.2023.573,,Odonata,coenagrionidae,Enallgama,,,2,0,2,,
DPN.MSL.2023.008,OD.MSL.2023.574,,Odonata,Corduliidae,Tetragoneuria,,,1,0,1,,
DPN.MSL.2023.008,OD.MSL.2023.575,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.MSL.2023.008,OD.MSL.2023.576,,Odonata,Corduliidae,Tetragoneuria,,,1,0,1,,
DPN.MSL.2023.008,NULL.DEGRADED,,Odonata,unidentified,unidentified,,,1,0,1,half and disinigrated,
DPN.MSL.2023.008,OD.MSL.2023.577,,Odonata,Libellulidae,Leucorrhinia,,,1,0,1,,
DPN.MSL.2023.008,OD.MSL.2023.578,,Odonata,Libellulidae,Tetragoneuria,,,1,0,1,,
DPN.MSL.2023.008,OD.MSL.2023.579,,Trichoptera,Polycentropodidae,,,,1,0,1,degraded,
SHS.MSL.2023.008,EP.MSL.2023.580,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.MSL.2023.008,EP.MSL.2023.581,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.MSL.2023.008,EP.MSL.2023.582,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.MSL.2023.008,EP.MSL.2023.583,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.MSL.2023.008,EP.MSL.2023.584,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.MSL.2023.008,EP.MSL.2023.585,,Ephemeroptera,Heptageniidae,Stenonema,,,5,0,5,,
SHS.MSL.2023.008,EP.MSL.2023.586,,Ephemeroptera,Heptageniidae,Stenonema,,,8,0,8,,
SHS.MSL.2023.009,EP.MSL.2023.587,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.MSL.2023.009,EP.MSL.2023.588,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.MSL.2023.009,EP.MSL.2023.589,,Ephemeroptera,Heptageniidae,Stenonema,,,15,0,15,,
DPN.MSL.2023.009,OD.MSL.2023.590,,Odonata,Gomphidae,Hagenius,,,1,0,1,,
DPN.MSL.2023.009,OD.MSL.2023.591,,Odonata,Aeshnidae,Basiaeschna,,,1,0,1,,
DPN.MSL.2023.009,OD.MSL.2023.592,,Odonata,Aeshnidae,unidentified,,,1,0,1,missing head,
DPN.MSL.2023.009,NULL.DEGRADED,,Odonata,Gomphidae,unidentified,,,1,0,1,messed up,
DPN.MSL.2023.009,GA.MSL.2023.593,,Gastropoda ,Viviparidae,Cipangopaludina,Chinenensis,,1,0,1,,
DPN.MSL.2023.009,EP.MSL.2023.594,,Ephemeroptera,Baetiscidae,Baetisca,,,1,0,1,,
DPN.MSL.2023.009,NULL.DEGRADED,,Ephemeroptera,Heptageniidae,Stenonema,,,2,0,0,discarded,
DPN.MSL.2023.009,OD.MSL.2023.595,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.MSL.2023.009,OD.MSL.2023.596,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.MSL.2023.009,OD.MSL.2023.597,,Odonata,coenagrionidae,Enallgama,,,2,0,2,,
DPN.DTL.2023.005,OD.DTL.2023.598,,Odonata,coenagrionidae,Enallgama,,,2,0,2,,
DPN.DTL.2023.005,OD.DTL.2023.599,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.DTL.2023.005,OD.DTL.2023.600,,Odonata,coenagrionidae,Argia,,,1,0,1,,
DPN.DTL.2023.005,AM.DTL.2023.601,,Amphipoda ,Talitridae,Hyella,,,1,0,1,,
DPN.DTL.2023.005,NULL,,Odonata,Gomphidae,Arigomphus,,,1,0,0,lost,
DPN.DTL.2023.005,OD.DTL.2023.602,,Odonata,Libellulidae,Libellula,,,1,0,1,,
SHS.DTL.2023.007,OD.DTL.2023.603,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
SHS.DTL.2023.007,CO.DTL.2023.604,,Coleoptera,Elmidae,unidentified,,adult,1,0,1,,
SHS.DTL.2023.007,AM.DTL.2023.605,,Amphipoda ,Talitridae,Hyella,,,1,0,1,,
SHS.DTL.2023.007,EP.DTL.2023.606,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.DTL.2023.007,EP.DTL.2023.607,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.DTL.2023.007,EP.DTL.2023.608,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.DTL.2023.007,EP.DTL.2023.609,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.DTL.2023.007,EP.DTL.2023.610,,Ephemeroptera,Heptageniidae,Stenonema,,,5,0,5,,
DPN.DTL.2023.006,OD.DTL.2023.611,,Odonata,Libellulidae,Libellula,,,1,0,1,,
DPN.DTL.2023.006,OD.DTL.2023.612,,Odonata,Libellulidae,Libellula,,,1,0,1,,
SHS.DTL.2023.006,CO.DTL.2023.613,,Coleoptera,Elmidae,,,larvae,2,0,2,,
SHS.DTL.2023.006,EP.DTL.2023.614,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.DTL.2023.006,EP.DTL.2023.615,,Ephemeroptera,Heptageniidae,Stenonema,,,3,0,1,,
DPN.DTL.2023.007,OD.DTL.2023.616,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.DTL.2023.007,OD.DTL.2023.617,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.DTL.2023.007,OD.DTL.2023.618,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.DTL.2023.007,OD.DTL.2023.619,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.DTL.2023.007,OD.DTL.2023.620,,Odonata,coenagrionidae,Enallgama,,,2,0,2,,
DPN.DTL.2023.007,OD.DTL.2023.621,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.DTL.2023.007,OD.DTL.2023.622,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.DTL.2023.007,OD.DTL.2023.623,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.DTL.2023.007,OD.DTL.2023.624,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.DTL.2023.007,OD.DTL.2023.625,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.DTL.2023.007,OD.DTL.2023.626,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.DTL.2023.007,EP.DTL.2023.627,,Ephemeroptera,Leptophlebiidae,Choroterpes,,,1,0,1,,
DPN.DTL.2023.007,OD.DTL.2023.628,,Odonata,Corduliidae,Tetragoneuria,,,1,0,1,,
DPN.DTL.2023.007,NULL.DEGRADED,,Diptera,chironomidae,,,,1,0,0,faded and small,
DPN.DTL.2023.008,OD.DTL.2023.629,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.DTL.2023.008,OD.DTL.2023.630,,Odonata,Corduliidae,Tetragoneuria,,,1,0,1,,
DPN.DTL.2023.008,OD.DTL.2023.631,,Odonata,Corduliidae,Tetragoneuria,,,1,0,1,,
DPN.DTL.2023.008,OD.DTL.2023.632,,Odonata,Corduliidae,Tetragoneuria,,,1,0,1,,
DPN.DTL.2023.008,OD.DTL.2023.633,,Odonata,coenagrionidae,Enallgama,,,2,0,2,,
DPN.DTL.2023.008,OD.DTL.2023.634,,Odonata,coenagrionidae,Enallgama,,,2,0,2,,
DPN.DTL.2023.008,OD.DTL.2023.635,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.DTL.2023.008,AM.DTL.2023.636,,Amphipoda ,Crangonyctidae,unidentified,,,1,0,1,,
SHS.DTL.2023.008,OD.DTL.2023.637,,Odonata,Corduliidae,Tetragoneuria,,,1,0,1,,
SHS.DTL.2023.008,ME.DTL.2023.638,,Megaloptera ,Sialidae,Sialis,,,1,0,1,,
SHS.DTL.2023.008,OD.DTL.2023.639,,Odonata,coenagrionidae,Enallgama,,,1,0,1,kinda yucky,
SHS.DTL.2023.008,EP.DTL.2023.640,,Ephemeroptera,Heptageniidae,Stenonema,,,4,0,4,kinda yucky,
SHS.DTL.2023.008,TR.DTL.2023.641,,trichoptera,Polycentropodidae,unidentified,,,2,0,2,kinda yucky,
SHS.DTL.2023.008,DI.DTL.2023.642,,Diptera,chironomidae,unidentified,,,1,0,1,,
DPN.HTL.2023.007,OD.HTL.2023.643,,Odonata,Gomphidae,Gomphus,,,1,0,1,slightly degraded,
DPN.HTL.2023.007,OD.HTL.2023.644,,Odonata,Aeshnidae,Basiaeschna,,,1,0,1,still never convinced if this is this or eremita,
DPN.HTL.2023.007,OD.HTL.2023.645,,Odonata,Gomphidae,Arigomphus,,,1,0,1,slightly degraded,
DPN.HTL.2023.007,AM.HTL.2023.646,,Amphipoda ,Talitridae,Hyella,,,1,0,2,added in one from sweep 2,
DPN.HTL.2023.007,NULL.DEGRADED,,Ephemeroptera,Leptophlebiidae,Chloroterpes,,,1,0,0,,
DPN.HTL.2023.007,EP.HTL.2023.647,,Ephemeroptera,Ephemeridae,Ephemera,,,1,0,1,,
DPN.HTL.2023.007,OD.HTL.2023.648,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.HTL.2023.007,OD.HTL.2023.649,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.HTL.2023.007,OD.HTL.2023.650,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
DPN.HTL.2023.007,TR.HTL.2023.651,,Trichoptera,Molanidae,Molanna,,,1,0,1,,
DPN.HTL.2023.007,NULL.DEGRADED,,Diptera,chironomidae,NA,,,1,0,0,yuck,
DPN.HTL.2023.008,OD.HTL.2023.652,,Odonata,coenagrionidae,Enallgama,,,2,0,2,,
DPN.HTL.2023.008,EP.HTL.2023.653,,Ephemeroptera,Leptophlebiidae,Leptophlebia,,,2,0,2,,
DPN.HTL.2023.008,AM.HTL.2023.654,,Amphipoda ,Talitridae,Hyella,,,4,0,3,moved one to sweep 1's vial to even out mass,
DPN.HTL.2023.008,OD.HTL.2023.655,,Odonata,Gomphidae,Gomphus,,,1,0,1,,
DPN.HTL.2023.008,OD.HTL.2023.656,,Odonata,Gomphidae,Gomphus,,,1,0,1,,
DPN.HTL.2023.008,OD.HTL.2023.657,,Odonata,Gomphidae,Arigomphus,,,1,0,1,,
DPN.HTL.2023.008,OD.HTL.2023.658,,Odonata,Libellulidae,Libellula,,,1,,1,,
DPN.HTL.2023.009,OD.HTL.2023.659,,Odonata,Aeshnidae,Basiaeschna,,,1,0,1,,
DPN.HTL.2023.009,OD.HTL.2023.660,,Odonata,Gomphidae,Gomphus,,,1,0,1,,
DPN.HTL.2023.009,EP.HTL.2023.661,,Ephemeroptera,Heptageniidae,Stenonema,,,2,0,2,,
DPN.HTL.2023.009,EP.HTL.2023.662,,Ephemeroptera,Heptageniidae,Stenonema,,,3,0,3,,
DPN.HTL.2023.010,EP.HTL.2023.663,,Ephemeroptera,Heptageniidae,Stenonema,,,2,0,2,,
DPN.HTL.2023.010,EP.HTL.2023.664,,Ephemeroptera,Heptageniidae,Stenonema,,,2,0,2,,
DPN.HTL.2023.010,EP.HTL.2023.665,,Ephemeroptera,Heptageniidae,Stenonema,,,3,0,3,,
SHS.HTL.2023.011,MA.HTL.2023.666,,Megaloptera ,Sialidae,Sialis,,,1,0,1,,
SHS.HTL.2023.011,OD.HTL.2023.667,,Odonata,coenagrionidae,Enallgama,,,1,0,1,,
SHS.HTL.2023.011,OD.HTL.2023.668,,Odonata,Aeshnidae,Boyeria,,,1,0,1,,
SHS.HTL.2023.011,OD.HTL.2023.669,,Odonata,coenagrionidae,Argia,,,1,0,1,,
SHS.HTL.2023.011,EP.HTL.2023.670,,Ephemeroptera,Heptageniidae,Stenonema,,,1,0,1,,
SHS.HTL.2023.011,EP.HTL.2023.671,,Ephemeroptera,Heptageniidae,Stenonema,,,3,0,3,degraded,
SHS.HTL.2023.011,EP.HTL.2023.672,,Ephemeroptera,Heptageniidae,Stenonema,,,3,0,3,degraded,
SHS.HTL.2023.011,TR.HTL.2023.673,,Trichoptera,Polycentropodidae,Nyctiophylax,,,1,0,1,,
SHS.HTL.2023.012,OD.HTL.2023.674,,Odonata,coenagrionidae,Argia,,,1,0,1,,
