ST,BT,RT,CLM,NP,CP,CRP,GS,CS,CC,WS,NRD,BM,BB,PS,RB,YP,LMB,SMB,RBS,BC,BS,MM,BND,BK,LT,SPL,KOK,LNS,LC,FF,PD,BG,WE,TM,YB,RWF,FHM,SS,LND,LLS,ESM,RS,BRM,LWF,CIS,TGT,AE,FSD,CCS,SAL,MCS,BDS,AW,NF, Volume(m3),Littoral Area (ha),Elevation (m), Watershed,Quad
,,,,,,,52,,,108,,,19,35,9,107,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496515,78.2,521,Upper Hudson,Thirteenth Lake 
45,,,,,,,101,,1,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326822,12.7,666,Upper Hudson,Thirteenth Lake 
,,,,,,,78,,14,135,,,217,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205784,41.8,566,Upper Hudson,Thirteenth Lake 
,,,,,,,33,,,87,,,5,11,23,44,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677374,21.2,515,Upper Hudson,Dutton Mtn. 
,,,,2,,,19,,,69,,,20,3,2,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,10043680,51.4,503,Upper Hudson,Indian Lake 
3,,,,,,,41,,63,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789283,14.9,555,Upper Hudson,Indian Lake 
19,,,,,,,19,,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228145,6.1,546,Upper Hudson,Page Mtn. 
40,,,,,,,11,,84,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210033,3.5,547,Upper Hudson,Page Mtn. 
11,,,,,,,,,12,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209416,8.8,693,Upper Hudson,West Canada Lakes 
9,,,,,,,,,128,62,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,262438,5.7,687,Upper Hudson,West Canada Lakes 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53147,3.9,735,Upper Hudson,Piseco Lake 
,3,,,,,,51,,7,,,,30,,,194,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1006051,17.5,547,Upper Hudson,Page Mtn. 
4,,,,,,,19,,67,,3,,558,,,,,,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59949,2,515,Upper Hudson,Dutton Mtn. 
10,,3,,,,,1,,6,2,,,15,,,,,,,,,,,2,12,,,,,,,,,,,,,2,,,,7,,,,,,,,,,,,,1267974,8.1,487,Upper Hudson,Blue Mtn. Lake 
8,,,,,,,81,,331,4,,135,80,,,,,,110,,,,2,183,,,,,,,,,,,,,,,,1,,7,,,,,,,,,,,,,178506,5.3,487,Upper Hudson,Blue Mtn. Lake 
9,,,,,,,628,,211,,1,255,153,,,,,,272,,,,,42,,,,,,,,,,,,,,,,1,,20,,,,,,,,,,,,,6508283,28.6,487,Upper Hudson,Blue Mtn. Lake 
18,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51324,2.4,562,Upper Hudson,Blue Mtn. Lake
25,,,,,,,,,27,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211003,13,650,Upper Hudson,Blue Mtn. Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33435,1.5,570,Upper Hudson,Blue Mtn. Lake 
,,,,,,,,,8,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26528,3.2,564,Upper Hudson,Blue Mtn. Lake 
15,,,,,,,2,1,8,15,,,15,,2,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2767234,9.5,485,Upper Hudson,Blue Mtn. Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61655,2,649,Upper Hudson,Indian Lake 
29,,,,,,,,11,10,119,49,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5130702,62.7,744,Upper Hudson,Wakely Mtn. 
13,,,,,,,,,,131,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297893,35.3,744,Upper Hudson,Wakely Mtn.
,,,,,,,23,,26,24,,,39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13650,1.7,515,Upper Hudson,Newcomb
4,,,,,,,134,,16,,,,12,,,,,,236,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592325,11.5,637,Upper Hudson,Newcomb 
,,,,6,,,4,12,,28,,,31,10,31,16,2,2,,,,,,1,,,,,,5,,,,,8,,,,,,,,,,,,,,,,,,,,4092504,49,473,Upper Hudson,Newcomb 
,,,,,,,9,3,1,120,,,54,12,,143,,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259153,34,498,Upper Hudson,Kempshall Mtn. 
6,19,,,,,,15,112,30,145,,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128765,24.5,505,Upper Hudson,Deerland 
45,,,,,,,,12,27,62,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474229,79.2,546,Upper Hudson,Kempshall Mtn. 
6,,,,,,,6,13,4,9,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18315,2.5,517,Upper Hudson,Newcomb 
58,,,,,,,,,1,,1,,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012298,7.5,552,Upper Hudson,Newcomb 
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39619,0.6,846,Upper Hudson,Mt. Marcy 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,355294,12,842,Upper Hudson,Mt. Marcy 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,146254,2.2,873,Upper Hudson,Keene Valley
,,,,,,,,,1,,25,,133,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34579,3.3,369,Raquette,Rainbow Falls 
,,,,4,,,,,,4,,,6,20,71,50,,13,,,,,,,,,,,,4,,,6,,,,,,,,,,,,,,,,,,,,,,1350475,44.2,255,Raquette,Colton 
,,,,17,,,39,,,,,,128,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149818,13.1,273,Raquette,Colton 
,,,,,,,,,,,,,12,111,44,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292084,6.3,269,Raquette,Colton
4,,,,,,,204,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72654,5.2,418,Raquette,Stark 
2,,,,,,,,,12,100,,,209,1,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191560,15.3,387,Raquette,Stark
19,,,,,,,,,60,22,,,54,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,90865,10,372,Raquette,Stark 
10,,,,,,,,,129,30,36,,44,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,14183,2.3,369,Raquette,Stark 
,,,,,,,,,,8,,,1,10,99,30,,9,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4444548,35,297,Raquette,Colton 
,,,,,,,,,,,123,,,118,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,229445,3,405,Raquette,Rainbow Falls 
,,,,,,,31,,86,,2,,,27,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,6183,0.6,344,Raquette,Rainbow Falls 
1,,,,,,,15,,44,,19,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191286,6,377,Raquette,Rainbow Falls 
,,,,,,,33,,,,8,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52735,4.6,377,Raquette,Rainbow Falls 
,,,,3,,,,,,3,,,,7,16,23,,4,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,3808829,16.8,328,Raquette,Rainbow Falls 
,,,,,,,,,,,2,,233,1657,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,70785,2.9,411,Raquette,Stark 
4,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91884,2.7,448,Raquette,Rainbow Falls 
2,,,,,,,,,5,12,,,56,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30083,1.7,381,Raquette,Rainbow Falls 
4,,,,,,,107,,8,54,,,47,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296374,3.7,405,Raquette,Rainbow Falls 
14,,,,,,,28,,4,2,11,80,103,14,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,793508,10.7,415,Raquette,Sylvan Falls 
,,,,,,,44,2,1,89,,,161,96,24,97,,22,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,2320029,114.4,394,Raquette,Carry Falls Reservoir 
,,,,,,,55,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10134,1.3,436,Raquette,Carry Falls Reservoir 
59,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90085,12.4,436,Raquette,Carry Falls Reservoir 
1,,,,,,,,,43,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26815,3.2,462,Raquette,Carry Falls Reservoir 
28,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115328,1,460,Raquette,Carry Falls Reservoir 
,,,,,,,,,8,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376,3.9,472,Raquette,Stark 
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17017,0.4,443,Raquette,Carry Falls Reservoir 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3953,0.2,455,Raquette,Carry Falls Reservoir 
,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18803,2.6,454,Raquette,Carry Falls Reservoir 
7,,,,,,,774,,13,2,104,,100,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93989,8.1,467,Raquette,Carry Falls Reservoir 
13,,,,,,,44,,3,107,,,149,10,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451290,45.2,463,Raquette,Carry Falls Reservoir
29,,,,,,,243,,4,19,,,16,27,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684394,32.2,458,Raquette,Augerhole Falls 
11,,,,,,,62,,1,,,,45,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69649,6.7,468,Raquette,Augerhole Falls 
,,,,,,,21,4,19,72,,,254,20,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94889,11.3,459,Raquette,Childwold 
7,,,,,,,31,5,15,12,1,,27,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68648,4.4,461,Raquette,Mt. Matumbla 
,,,,,,,23,,1,44,,,152,25,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175099,16.8,467,Raquette,Mt. Matumbla 
1,,,,,,,50,17,5,40,,,26,2,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117816,14.9,462,Raquette,Augerhole Falls 
,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,469,Raquette,Augerhole Falls 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51165,0.3,472,Raquette,Mt. Matumbla 
10,,,,,,,,1,33,69,36,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108794,5,527,Raquette,Upper Saranac Lake 
4,,,,,,,67,32,2,157,,,29,74,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830706,18.7,477,Raquette,Mt. Matumbla 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31699,0.6,478,Raquette,Mt. Matumbla 
,,,,,,,11,1,6,18,,,69,118,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75916,5.6,483,Raquette,Upper Saranac Lake 
1,,,,,,,122,4,3,11,,,30,1,,20,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14920,2.6,466,Raquette,Mt. Matumbla 
,8,,,,,,35,,,98,,,1220,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,569346,4.7,490,Raquette,Mt. Matumbla 
,,,,,,,18,,,,18,,15,,,,,,,,,2,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,20169,1.6,423,Raquette,Childwold 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49323,0.7,571,Raquette,Childwold 
33,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60044,2.5,472,Raquette,Brother Ponds 
,,,,,,,,,,1,,,30,49,,128,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253281,20.6,447,Raquette,Childwold 
,,,,5,,,34,,,29,,,20,8,,37,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,391281,20.3,447,Raquette,Childwold 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10571,0.1,460,Raquette,Childwold 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61896,0.7,456,Raquette,Childwold 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7835,0.4,444,Raquette,Childwold 
,,,,,,,,,,,,,13,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7311,1.1,466,Raquette,Childwold 
2,,,,,,,310,,3,50,77,,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45641,6.7,474,Raquette,Childwold 
,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78391,0.9,468,Raquette,Mt. Matumbla 
,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129239,1.2,468,Raquette,Mt. Matumbla 
,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41385,0.3,466,Raquette,Mt. Matumbla 
,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52862,0.5,460,Raquette,Mt. Matumbla 
,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79077,7.7,472,Raquette,Mt. Matumbla 
,,,,,,,,,,,18,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18626,1.4,521,Raquette,Mt. Matumbla 
4,,,,,,,1,1,,127,,,69,3,,30,,18,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,4007052,13.7,513,Raquette,Piercefield 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7173,0.3,567,Raquette,Piercefield 
,,,,,,,6,,,2,,,,1,,32,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14942,2.3,505,Raquette,Piercefield 
,,,,,,,,,,,,,1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90889,5.4,527,Raquette,Piercefield 
,,,,18,,,28,,,19,,,69,7,41,24,,2,,,,,,17,,,,,,,,,5,,,,,,,,,,,,,,,,,,,10,,,3183215,123.3,469,Raquette,Piercefield 
,,2,,,,,,,,37,,,23,2,166,77,,2,,,,,,,23,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,11975150,20.8,475,Raquette,Piercefield 
,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144357,4.2,491,Raquette,Piercefield 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70850,5.6,477,Raquette,Upper Saranac Lake 
,,,,20,,,,,,,1,,40,6,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589052,29,483,Raquette,Upper Saranac Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29095,2,488,Raquette,Upper Saranac Lake 
,,,,3,,,1,,,42,,,17,5,28,33,,7,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,2944648,20.1,481,Raquette,Upper Saranac Lake 
1,,,,,,,28,,1,17,,,92,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152065,5.8,487,Raquette,Mt. Matumbla 
,,,,1,,,30,,,61,,,116,1,,21,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,231919,11.5,480,Raquette,Upper Saranac Lake 
3,,,,,,,9,,7,2,,,77,19,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59560,2.4,484,Raquette,Upper Saranac Lake 
9,,,,,,,196,,2,9,,,12,2,,31,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35290,1.6,484,Raquette,Upper Saranac Lake 
4,,,,,,,59,,3,93,,,38,3,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468832,10.5,497,Raquette,Upper Saranac Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4663,0.5,518,Raquette,Upper Saranac Lake 
10,,,,,,,,,35,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33700,3.4,556,Raquette,Tupper Lake 
,,,,,,,,,29,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38778,5.4,558,Raquette,Little Tupper Lake 
38,,,,,,,,1,54,61,13,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010052,24.3,568,Raquette,Little Tupper Lake
20,,,1,,,,3,251,13,242,1,,305,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,9846374,162.2,523,Raquette,Little Tupper Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9742,0.6,529,Raquette,Little Tupper Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61852,1.1,524,Raquette,Little Tupper Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7403,0.8,524,Raquette,Little Tupper Lake 
34,,,2,,,,1,36,78,108,,,75,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360078,19.8,541,Raquette,Kempshall Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3730,0.4,533,Raquette,Little Tupper Lake 
22,,,,,,,24,269,24,371,,,124,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,1500521,17.3,535,Raquette,Little Tupper Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10981,0.3,539,Raquette,Little Tupper Lake 
38,,,,,,,1,35,67,100,15,,41,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219117,17,538,Raquette,Little Tupper Lake 
9,,,,,,,,,48,53,1,,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,391109,3.9,582,Raquette,Little Tupper Lake 
16,,,,,,,,,55,24,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,539575,2.6,558,Raquette,Little Tupper Lake 
20,,,,,,,1,25,42,40,,,67,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420092,8.1,552,Raquette,Little Tupper Lake 
30,,,,,,,5,66,17,74,,,59,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162693,12,551,Raquette,Little Tupper Lake 
18,,,1,,,,,205,24,21,,,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115328,2.8,539,Raquette,Little Tupper Lake 
,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16316,1,581,Raquette,Little Tupper Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26786,1.2,570,Raquette,Little Tupper Lake 
8,,,,,,,,,5,78,9,,,74,,,,,,,1,,3,,5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2415791,14,582,Raquette,Little Tupper Lake 
1,,,,,,,10,,1,160,,,11,3,,164,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,4415789,65,526,Raquette,Piercefield 
,,,,,,,126,,3,51,,,100,125,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255741,30.7,524,Raquette,Little Tupper Lake 
1,,,,,,,380,14,25,24,10,,16,9,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487759,5.1,535,Raquette,Little Tupper Lake 
37,,,,,,,50,15,14,42,42,,8,33,,,,,,,,,,,17,,,,2,,22,,,,,,,,,,,,,,,,,,,,,,,,4289059,16.5,542,Raquette,Little Tupper Lake 
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901651,6.4,573,Raquette,Little Tupper Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27928,3.2,527,Raquette,Piercefield 
,,,,,,,,,,17,,,9,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,96795,4.9,546,Raquette,Little Tupper Lake 
,,,,,,,61,2,18,3,,,67,47,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192795,5.4,543,Raquette,Little Tupper Lake 
14,,,,,,,127,,7,3,,,47,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139522,4.8,543,Raquette,Little Tupper Lake 
,,,,,,,,,37,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429335,6,544,Raquette,Little Tupper Lake 
6,,,,,,,58,53,10,7,1,,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89063,1.8,530,Raquette,Little Tupper Lake 
,,,,,,,21,8,13,89,1,,114,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965521,38.5,542,Raquette,Little Tupper Lake 
4,,,,,,,6,309,8,145,,,86,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,813953,11,530,Raquette,Little Tupper Lake 
1,,,,,,,99,123,5,141,,,27,16,,,,,,,,,,,,,,,2,,,,,,,,,,,,,11,,,,,,,,,,,,,1108445,2.7,531,Raquette,Little Tupper Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,543441,3.9,544,Raquette,Little Tupper Lake 
5,,,,,,,,26,12,27,,,78,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115535,9.3,539,Raquette,Wolf Mtn. 
5,,,,,,,,212,29,43,,,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570848,3.1,576,Raquette,Little Tupper Lake 
11,,,,,,,,3,2,21,4,,39,20,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401875,3.7,607,Raquette,Little Tupper Lake 
62,,,,,,,,,7,55,12,,14,22,,,,,,,,,1,,8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,12855570,10.9,607,Raquette,Little Tupper Lake 
11,,,,,,,,,,,,,227,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138254,2.9,613,Raquette,Piercefield 
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754624,4.8,639,Raquette,Piercefield 
,,,,,,,289,48,4,31,,,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37714,1.6,531,Raquette,Wolf Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45963,2.4,558,Raquette,Wolf Mtn. 
15,,,,,,,,,5,,417,,,38,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,251636,3.5,544,Raquette,Wolf Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,92523,2.1,546,Raquette,Wolf Mtn. 
14,,,,,,,227,764,17,225,,,68,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2237002,17.2,531,Raquette,Wolf Mtn. 
32,,,,,,,10,,1,,5,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1221313,14.4,533,Raquette,Wolf Mtn. 
,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8712,1,533,Raquette,Wolf Mtn. 
25,,,,,,,63,245,15,147,42,,214,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787705,37.7,486,Raquette,Piercefield 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,169165,5.7,539,Raquette,Piercefield
,,,,,,,,,1,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39698,2.2,535,Raquette,Tupper Lake 
