LONG ,LAT ,SO4_mgL,NO3_mgL,ANC,DIC,DOC,P_total,SIO2_mgL,Ca_mgL,Na_mgL,Fe_mgL,LAB_pH
75.06685278,43.96423333,4.04,0.08,-10.9,2.35,10.9,0.007,3.7,1.04,0.48,0.858,4.66
75.05796389,43.96228611,3.99,,-32.9,0.86,4.8,0.028,0,0.65,0.27,0.134,4.53
75.04768611,43.95728611,4.83,0,-38.8,0.44,6.7,0.018,0.2,0.68,0.33,0.304,4.45
75.04490833,43.96145278,4.87,0.22,-22,0.44,3.7,0.004,0.4,0.78,0.34,0.06,4.61
75.04990833,43.99534167,4.27,0,121,2.2,6.3,0.019,5.5,2.87,0.88,1.49,6.61
75.04407778,43.998675,4.29,0,6.6,0.72,9.3,0.031,1.5,1.17,0.58,0.496,5.18
75.01796667,44.01061944,5.03,0,-22.1,0.41,3,0.013,1.6,1.36,0.34,0.044,4.9
75.02074444,44.02284167,7.46,0,-1.8,0.75,11.2,0.017,0.5,1.21,0.47,0.71,4.74
75.01046667,44.01061944,5.68,0.15,-4.9,0.3,4.4,0.004,2.9,1.69,0.5,0.252,5.12
74.99713056,43.99534167,5.73,0.01,-23.1,0.12,4.7,0.005,0,1.04,0.35,0.066,4.63
75.02601944,43.95839722,2.69,0,-10.7,1.55,18,0.018,1.7,0.63,0.35,2.66,4.74
75.03463056,43.94478611,5.23,0,-36.9,0.51,5.1,0.008,0.1,0.78,0.28,0.099,4.43
75.00990833,43.958675,5.66,0.4,-25.3,0.33,2.7,0.001,0.9,0.86,0.27,0.035,4.48
75.00574167,43.95478611,6.07,0.38,-18.7,0.32,2.4,0.002,0.6,0.92,0.27,0.036,4.61
75.01240833,43.98173056,6.28,0.05,-25.2,0.53,2.2,0.009,0,0.82,0.27,0.089,4.61
75.01601944,43.98395278,6.65,0.13,-18.9,0.46,2.2,0.02,0,1,0.31,0.119,4.72
75.02324167,43.98978611,6.23,0.11,-24.5,0.55,4,0.005,0,0.95,0.34,0.092,4.65
74.99018611,43.96811944,5.19,0,-16.9,0.12,4.6,0.008,1.4,1.01,0.43,0.144,4.72
74.98296389,43.99006389,5.77,0.01,-31.2,0.8,5.1,0.008,0.4,0.99,0.3,0.088,4.53
74.97990833,43.96589722,5.79,0.08,-19,0.24,1,0.003,0.9,0.93,0.3,0.072,4.65
74.979075,43.97534167,4.71,0,-28.5,0.38,9,0.019,1.4,0.98,0.16,0.74,4.52
74.96629722,43.98534167,6.8,0.2,-20.1,0.24,0.7,0.003,0.2,1.18,0.31,0.039,4.68
74.966575,43.993675,5.84,0,-64.8,0.27,9.3,0.009,0.1,0.75,0.28,0.124,4.23
74.95796389,43.98311944,4.98,0,-33.9,0.77,6.6,0.011,0.6,0.89,0.3,0.225,4.5
74.96046389,43.98311944,7.53,0,2.7,0.55,4.9,0.024,0.9,1.36,0.44,0.202,5.3
74.95518333,43.97228611,6.15,0.28,-11,0.1,1.7,0.003,1.3,1.33,0.36,0.032,4.74
74.95296111,43.97950833,2.49,0,-13.2,0.71,15.9,0.027,2.4,0.88,0.46,1.135,4.64
74.94296111,43.97756389,4.5,0,-15.2,0.57,9,0.031,1.2,0.99,0.41,0.283,4.69
74.94129444,43.97589722,5.66,0,-28,0.31,4.6,0.005,0,1,0.36,0.064,4.57
74.94129444,43.973675,6.18,0.25,-11.9,0.12,0.2,0.002,1.2,1.21,0.32,0.042,4.8
75.23102222,43.99062222,3.35,0,-27.2,1.75,12.1,0.021,1.2,0.89,0.33,0.345,4.51
75.22574444,43.9884,3.5,0.01,-26.5,1.7,11.9,,2.3,0.92,0.33,0.345,4.52
75.25463611,44.00562222,4.67,0.11,59.8,1.31,,0.013,5,2.42,0.85,0.462,6.4
75.23435556,43.97534444,4.5,0.06,26.3,0.63,9.3,0.012,3.7,1.82,0.72,0.471,5.59
75.22852222,43.9759,2.74,0.02,-26.3,0.52,2.4,0.015,0,0.4,0.13,0.062,4.65
75.22407778,43.98228889,2.6,0.02,313.5,3.8,6.1,,0,5.94,0.07,0.015,7.45
75.20018889,43.99534444,3.42,0.04,9.6,0.66,11.2,0.018,3.7,1.32,0.56,0.534,5.12
75.19463333,43.99784444,3.3,0.03,10.9,1.59,13.4,0.024,4,1.42,0.51,0.632,5.03
75.18796667,44.01395556,4.47,0,36.3,1.29,8.8,0.017,0.9,1.8,0.7,0.24,5.88
75.17213333,44.01201111,3.35,0,37.5,0.61,10.8,0.028,2.1,1.65,0.79,0.369,5.74
75.17185556,44.01895556,3.5,0.02,,0.62,15.7,,3.4,1.17,0.46,1.072,4.79
75.19213333,43.99367778,3.57,0.05,6.3,0.56,11.3,0.025,4.3,1.3,0.55,0.646,5.08
75.19324444,43.98645556,3.08,0.03,6.5,0.98,16.2,0.026,5,1.34,0.52,1.052,4.91
75.13407778,44.01617778,2.53,0,23.8,2.19,23.9,0.021,4.4,1.66,0.76,1.64,5.21
75.12435556,43.97923333,3.38,0,-20.3,0.81,3.9,0.014,0,0.71,0.34,0.166,4.7
75.0688,43.99534167,5.46,0.05,27.6,1.3,7.3,0.011,0.3,2.04,0.55,0.71,5.56
75.06768611,43.98756389,3.19,0,28.5,2.55,17.6,0.081,3.7,1.6,0.58,1.74,5.17
75.13020278,44.26311667,5.05,0,447.5,5.66,7.2,0.02,4.6,8.24,1.13,0.217,7.29
75.19881667,44.26922778,13.09,0.29,228.9,2.94,3.9,0.01,5.7,7.28,2.64,0.262,7.19
75.19214722,44.26617222,12.54,0.29,232.1,2.93,4.3,0.009,6,7.31,2.78,0.264,7.32
75.15436944,44.24200556,2.38,0.04,-12.4,0.42,5.4,0.019,0.2,0.42,0.07,0.066,4.84
75.10908889,44.25311667,2.75,0,230.7,3.67,12.2,0.02,3.8,4.5,0.58,0.456,6.76
75.07325278,44.22172778,12.5,0.2,223.7,3.09,4,0.012,5.1,6.92,2.5,0.284,6.97
75.04269444,44.17423056,8.14,0,537,5.91,2.3,0.02,10.1,10.49,8.18,0.055,8.95
75.04491667,44.17034167,9.91,,553,5.25,2,0.024,7.8,10.04,10.14,0.064,7.69
75.05075,44.15145278,5.02,0,68.7,0.94,3.4,0.027,1.9,2.4,0.65,0.555,6.86
75.03380556,44.15061944,5.51,0,145.6,1.75,4.3,0.007,0,3.26,2.5,0.007,7.37
75.03963611,44.13395278,1.61,0,4.9,3.8,12.5,0.037,0.2,0.45,0.07,0.928,4.52
75.071025,44.11089722,4.95,0,64.1,0.69,7.6,0.01,3.6,2.83,0.68,0.104,6.49
75.03658056,44.11311944,4.78,0,6.5,1.4,9.5,0.017,3.2,1.84,0.52,0.72,5.06
75.03435833,44.103675,4.1,0,-0.6,1.14,12.8,0.024,3.7,1.73,0.44,1.005,4.82
75.05519167,44.09839722,2.31,0,50.8,2.79,19.3,0.11,6,1.97,0.82,2.6,5.35
75.05435833,44.10173056,2.18,0,53,2.95,17.7,0.061,5.6,2.02,0.77,1.74,5.42
75.04519167,44.08339722,3.28,0,-10.4,1.56,15.8,0.032,4.1,0.9,0.44,0.908,4.64
75.06824722,44.10089722,4.6,0.06,-37.6,0.23,0.6,0.005,0,0.9,0.15,0.085,4.41
74.98408056,44.16950556,22.7,0.08,145.5,,7.6,0.022,4.4,7.3,5.52,0.737,6.66
74.98380278,44.15561944,3.03,0.01,63.4,1.12,6.5,0.021,1,1.71,0.39,0.454,6.41
74.97408056,44.16200556,5.36,0.05,125.1,1.59,9.3,0.026,5.3,3.5,4.29,1.413,6.67
74.92685556,44.17700556,1.58,0,5.9,4.26,12.9,0.029,0.7,1.07,0.1,5.467,5.67
74.92963333,44.16950556,3.66,0.04,79.9,,13.8,0.004,5.8,2.84,4.4,1.088,5.98
74.93435833,44.18339444,1.99,0,89.5,3.94,,0.012,6.6,2.54,0.38,0.944,5.58
74.92519167,44.18978333,4.01,0,14.8,1.15,4.8,0.015,2,1.22,0.42,0.595,5.39
74.93296944,44.18950556,2.66,0,33.9,0.96,4.4,0.023,0.2,1.52,0.32,0.58,6.11
74.98630556,44.21422778,6.64,0.08,73.8,1.13,4.4,0.007,4.4,3.54,0.89,0.235,6.65
75.03658611,44.21283889,9.44,0.2,142,1.91,6.1,0.025,3.7,4.47,1.37,0.272,6.86
74.94741389,44.20839444,12.59,0,267.9,3.44,4.3,0.027,5.9,7.18,1.25,0.64,7.33
74.97796944,44.19145,,0.01,549,8.71,5.7,0.017,5.8,115.8,3.75,0.416,
75.00158333,44.19561667,6.64,0,137.6,1.87,4.4,0.01,2.7,3.66,0.49,0.363,6.88
74.94269167,44.18950556,2.05,0,78.5,2.76,6.6,0.017,0.7,1.98,0.39,0.63,6.02
74.94463611,44.22533889,4.43,0.01,6.6,,2.8,0.01,0.3,1.22,0.23,0.118,5.62
74.92046944,44.26506111,4.18,0.01,74.8,,8.4,0.014,1.9,2.21,0.56,0.252,6.43
74.85824444,44.20978333,0.68,0,38.6,3.38,21.1,0.2,2.3,1.51,0.41,0.71,5.28
74.86518889,44.22367222,3.95,0.04,24.3,,11.6,0.019,9.4,1.27,0.37,0.843,5.35
74.73296111,44.24283889,0.39,0,30.9,7.13,32.8,,3.7,1.66,0.46,3.076,4.91
74.73768333,44.24533889,3.47,0,30.6,2.34,18.7,0.03,1.6,1.95,0.46,1.314,5.24
74.76073889,44.15783889,5.99,0.09,-8.4,0.56,2.4,0.005,0,1.52,0.46,0.076,5.03
74.77796111,44.15200556,3.16,0.01,117,1.97,11.2,0.042,6.1,2.71,0.86,0.576,6.56
74.749625,44.15422778,5.34,0,-18.6,2.47,8.4,0.007,0.7,1.03,0.36,0.164,4.57
74.74045833,44.15645,5.22,0,-8.1,0.44,6.4,0.012,1.3,1.1,0.39,0.187,4.75
74.72684722,44.15617222,7.27,0,-2.9,0.16,3.4,0.004,2.8,1.52,0.5,0.047,5.19
74.72184722,44.15950556,6.24,0,,0.48,7.1,0.198,0,1.07,0.38,0.078,4.46
74.79796111,44.11283889,3.99,0,57,2.67,13.9,0.013,3.8,2.66,0.67,0.99,5.63
74.78073889,44.11895,4.25,0,21.9,0.63,4.9,0.009,0.9,1.75,0.44,0.198,6.46
74.77379167,44.11672778,4.82,0,5.4,0.3,3.2,0.01,1.5,1.34,0.35,0.15,5.29
74.76934722,44.11478333,5.21,0,-0.8,0.47,4.1,0.02,0.5,1.47,0.33,0.134,5.06
74.75851389,44.12617222,3.16,0,-34.9,0.77,13.6,,0.8,0.7,0.24,0.412,4.42
74.76740278,44.11256111,4.39,0.04,14.9,0.76,3.3,0.013,0.8,1.5,0.34,0.192,5.47
74.77045833,44.10756111,4.52,0,6.5,0.34,2.3,0.005,1.7,1.17,0.36,0.049,5.66
74.769625,44.11283889,4.26,0,,0.84,3.9,0.01,0.7,1.17,0.33,0.204,5.01
74.75434722,44.10978333,4.52,0.09,20.2,0.33,2.8,0.003,1.5,1.68,0.41,0.089,6.46
74.74406944,44.11533889,3.3,0,14.1,1.04,6.8,0.022,1.4,1.26,0.31,0.284,5.14
74.82073889,44.12645,5.24,0,-9.3,0.8,6.3,0.024,0.9,1.52,0.43,0.335,4.95
74.83018333,44.10117222,4.31,0,5.6,3.33,10.8,0.031,1.9,1.42,0.43,1.03,4.85
74.84657222,44.09117222,4.93,0,28.8,0.62,4.4,0.008,0.9,1.84,0.81,0.019,6.42
74.83879444,44.12006111,4.61,0,7.4,0.31,5.4,0.012,0.9,1.67,0.51,0.204,5.64
74.86185278,44.09422778,5.41,0,-5.1,0.45,2.5,0.002,0,1.57,0.43,0.016,5.21
74.86546389,44.08895,4.06,0,-6.5,0.97,8.2,0.007,1.9,0.98,0.53,0.237,4.86
74.87463056,44.08450556,2.86,0,26.7,2.37,10.4,0.02,3.5,1.45,0.83,0.508,5.48
74.85963056,44.12950556,5.42,0,3.5,0.41,3.9,0.007,0,1.66,0.56,0.061,5.28
74.84268611,44.13200556,4.87,0,18.5,0.72,4.6,0.024,0.1,1.88,0.4,0.205,5.86
74.84379722,44.12950556,4.87,0,19.1,0.52,4.4,0.016,0,1.68,0.39,0.188,5.78
74.84963056,44.12228333,4.35,0,9,0.29,4.4,0.009,0.7,1.49,0.41,0.138,5.85
74.92491111,44.12839444,3.21,0,220.3,2.22,8.4,0.055,0.2,3.36,1.73,0.817,7.39
74.98574722,44.10561944,4.9,0,1.7,0.79,7.9,0.021,0.5,1.62,0.51,0.42,5.07
74.99685556,44.06311944,4.82,0,16.2,1.41,10.2,0.023,1.2,1.53,0.64,0.695,5.26
75.00685556,44.05228611,5.24,0,3,0.35,5.3,0.005,0.8,1.7,0.64,0.071,5.42
74.94990833,44.05256389,6.96,0.45,221.6,2.5,3.4,0.014,11.1,4.11,1.28,0.057,8.71
74.94963056,44.048675,3.15,0,-40.5,0.75,8.8,0.013,0,0.48,0.08,0.396,4.37
74.95268611,44.048675,6.86,0.49,177.2,2.41,3.1,,8.8,3.72,1.12,0.057,7.02
74.946575,44.056175,4.8,0.03,11.3,0.43,6.9,0.024,2.5,1.46,0.61,0.329,5.6
74.95185278,44.05284167,4.78,0.03,20.3,0.68,7,,3,1.49,0.62,0.345,5.59
74.974075,44.03700833,5.06,0,8.3,0.38,4.8,0.016,0.5,1.21,0.55,0.258,5.29
74.98963333,44.038675,2.93,0,-44.8,2.4,13.5,0.015,0.2,0.98,0.23,0.4,4.39
74.99074444,44.03006389,5.22,0,-7.5,0.44,7.3,0.01,1,1.32,0.53,0.295,4.68
74.97101944,44.01478611,5.52,0.04,-11.7,0.41,3.6,0.007,0.2,1.32,0.4,0.075,5.09
74.97574167,44.00478611,5.56,0,-26.9,0.21,7,0.006,0.1,0.8,0.34,0.088,4.45
74.96351944,44.00395278,6.19,0,-30.1,0.17,6,0.005,0.1,0.94,0.31,0.057,4.46
74.88629722,44.09033889,4.27,0,-19.9,1.96,4.8,0.014,0,0.94,0.42,0.141,4.8
74.88240833,44.09922778,4.6,0,-5.8,2.12,,0.011,0.9,1.35,0.6,0.206,4.98
74.86296111,44.06700556,4.65,0.18,256.5,5.75,4.2,0.025,8.6,3.94,1.26,0.486,6.63
74.84046111,44.06645,3.24,0,-7.5,0.29,10.8,0.023,0.5,1.57,0.79,0.069,6.39
74.85851667,44.07645,6.24,0.16,112.2,1.78,2.9,0.002,5.3,3.55,0.85,0.064,7.25
74.85129444,44.08172778,3.51,0,-7.1,0.72,5,0.027,0,0.82,0.28,0.27,4.79
74.84851667,44.07922778,3.8,0,-7.1,0.26,3.9,0.009,0.1,1.18,0.31,0.047,5.23
74.89823889,44.04173056,6.47,0,-13.1,0.26,4.5,0.007,0.5,1.47,0.43,0.041,4.86
74.90490556,44.026175,5.41,0,-21.8,0.54,4.3,0.022,0.2,0.97,0.34,0.153,4.62
74.90490556,44.01728611,5.52,0,-20.6,0.32,4.4,0.019,0.2,0.97,0.36,0.144,4.61
74.90073889,44.01506389,5.04,0,12,0.72,5.9,0.015,0.8,1.68,0.56,0.288,5.52
74.90462778,44.01145278,4.82,0.02,-19.4,1.08,5.7,0.02,2.7,1.12,0.41,0.217,4.69
74.93213056,44.018675,6.44,0.03,-20.1,0.14,3.4,0.02,0.4,1.11,0.38,0.07,4.64
74.92323889,44.01228611,3.41,0,-47.6,1.39,13.2,0.012,0.3,0.71,0.35,0.454,4.39
74.93879722,44.00395278,6.49,0.04,-25.6,0.18,3.3,0.003,0.3,1.19,0.3,0.054,4.6
74.94629722,43.99673056,5.95,0.21,-24.2,0.22,2.2,0.004,0.1,1.22,0.3,0.04,4.71
74.93518333,43.98923056,5.54,0,-47,0.18,7.5,0.013,0.4,1.03,0.31,0.177,4.34
74.88935,44.03839722,6.9,0,-11.5,0.32,4.6,0.017,0.4,1.52,0.42,0.072,4.88
74.89212778,44.04589722,6.38,0,-0.6,0.52,4.8,0.014,1.1,1.49,0.48,0.178,5.06
74.88268333,44.02173056,5.62,0.34,-2.8,0.3,0.9,0,2.1,1.65,0.42,0.023,5.1
74.87962778,44.01672778,3.13,0.04,-9.4,2.08,10.1,0.015,0.5,0.93,0.38,0.217,4.77
74.87296111,44.01311667,4.58,0,13.1,0.39,5.1,0.009,0.2,1.5,0.81,0.298,5.84
74.84907222,44.01950556,5.71,0.26,173.3,2.6,3.7,0.028,10,4.06,1.18,0.43,7.07
74.85935,44.00811667,2.41,0,-42.6,0.9,4.4,0.01,0,0.3,0.07,0.134,4.45
74.84129167,44.00228333,5.37,0.19,45.1,0.55,4.9,0.005,3.6,2.55,0.74,0.061,6.59
75.27018333,43.84451389,1.41,,10.2,2.03,7,0.032,0.2,0.3,0.11,0.41,5.23
75.23296389,43.88284444,4.89,0,-17,0.35,3.8,0.009,0,0.99,0.28,0.153,4.68
75.22879722,43.88728889,4.07,0,-30.1,1.04,9.5,0.017,0.6,0.8,0.29,0.377,4.53
75.24352222,43.96562222,5.21,0,-68.7,2.51,16,0.014,3.3,0.9,0.38,0.552,4.21
75.24768889,43.9559,3.8,0,14.4,0.3,6.2,0.011,0,1.53,0.25,0.069,5.79
75.33101944,43.92756944,4.94,0.23,23.2,0.59,4.7,0.017,4,2.02,0.6,0.171,5.96
75.31074167,43.92812222,5.32,0.31,26.9,0.46,4.3,0.005,4.3,2.1,0.68,0.256,6.16
75.27713056,43.9234,5.37,0.28,17.7,0.05,4.6,0.007,4.9,1.81,0.63,0.165,5.87
75.24268611,43.92923333,4.76,0,251.8,3.37,4,0.015,8.6,4.31,1.19,0.047,7.06
75.22546389,43.91562222,5.32,0.26,9.4,0.05,4.6,0.007,4.3,1.82,0.59,0.182,5.57
75.22351944,43.89506667,6.3,0.03,-19,0.02,4.4,0.007,0,1.04,0.44,0.057,4.65
75.224075,43.92423333,4.01,0.01,140.6,1.96,2.8,0.021,4.7,2.97,0.73,0.317,6.78
75.22351944,43.91867778,5.33,0.25,15,0.46,4.9,0.007,4.3,1.81,0.6,0.203,5.61
75.21685278,43.92145556,4.59,0,143.5,2.53,4.9,0.009,4.8,3.26,0.76,0.64,6.85
75.22046389,43.9109,5.33,0.22,114.7,3.05,3.2,0.005,6.7,3.33,0.78,0.156,6.24
75.16351944,43.94784444,4.04,0,-7.7,0.88,5.8,0.013,0.5,1.26,0.46,0.402,4.97
75.18463056,43.8884,4.32,0,-43.9,0.64,9.7,0.01,0.2,0.85,0.28,0.288,4.58
75.14518611,43.90201111,5.05,0.01,-28.4,0.35,3.3,0.009,0,0.64,0.37,0.054,4.53
75.14296389,43.91201111,5.62,0.04,-26.4,1.15,3.8,0.007,1.7,0.75,0.33,0.148,4.56
75.14463056,43.91006667,4.83,0,-25.2,1.21,4.7,0.011,0.7,0.67,0.34,0.272,4.58
75.16768611,43.90951111,1.78,0,,4.24,25.2,,2.8,0.71,0.34,1.09,4.16
75.16518611,43.92284444,4,0,-30.5,2.06,12.5,0.06,0,1.05,0.46,0.495,4.44
75.061575,43.93867778,6.17,0.07,-35.1,0.44,6.1,0.015,0,0.8,0.25,0.144,4.47
75.13963056,43.95784444,4.38,0,-0.2,4.44,17.1,0.02,5.1,1.46,0.67,2.96,4.82
75.13768611,43.94034444,2.66,0,-10.6,0.44,8.8,0.04,0.1,0.71,0.28,0.445,4.83
75.06879722,43.97923056,4.35,0.01,43.4,0.92,4.2,0.004,2.8,1.84,0.62,0.057,6.39
75.16129444,43.88256667,5.28,0.32,11.7,0.54,3.5,0.032,4,2.05,0.6,0.183,5.84
75.16268333,43.86978889,2.81,0.1,51.2,0.87,5.6,0.012,3.9,2.19,0.67,0.532,6.35
75.17073889,43.85895556,4.78,0.01,3.7,0.29,4.7,0.014,0.7,1.34,0.5,0.394,5.62
75.16407222,43.85756667,1.55,0,,1.49,16.1,0.036,0,0.3,0.03,0.119,4.19
75.16629444,43.86867778,2.87,0,100.4,3.61,15.4,0.037,7,3.52,1.23,0.153,6.06
75.18351667,43.87145556,3.46,0.04,305.6,5.42,10.8,0.024,7.6,4.79,1.38,0.321,6.65
75.13629444,43.89867778,3.64,0,-15.7,,5.9,0.012,3.5,0.71,0.44,0.465,4.76
75.13074167,43.90645556,4.27,0,-28.1,0.8,7.8,0.014,1.1,0.72,0.53,0.312,4.58
75.11768611,43.91895556,5.04,0,-40.4,0.75,,0.007,0,0.96,0.36,0.071,4.57
75.09323889,43.87173333,4.56,0.39,209.3,6.34,2.4,,9.9,3.79,1.73,0.252,6.24
75.10157222,43.86117778,4.05,0.1,46.2,0.82,9.1,0.018,5.3,1.86,0.93,1.24,6
75.09823889,43.85367778,2.28,0,140.9,7.41,12.3,,7.6,2.79,0.59,1.989,5.86
75.09268333,43.85673333,4.24,0,-60.1,1.18,11.4,,0.2,0.68,0.24,0.161,4.24
75.09379444,43.85423333,2.15,0,187.5,3.75,5.8,0.038,7.4,3.15,0.94,1.4,6.39
75.10851667,43.88645556,6.23,0.17,19.4,0.7,4.4,0.01,3.6,1.96,0.6,0.608,5.64
75.07101667,43.91228889,5.77,0.13,-26.6,0.79,6.9,0.012,3.3,1.09,0.31,0.163,4.52
75.05518611,43.92784444,5.2,0,-16.5,0.92,3.1,0.009,0.4,0.95,0.37,0.113,4.71
75.05796389,43.93201111,4.34,0,-26.9,0.87,5.5,0.004,0.3,0.68,0.32,0.179,4.52
75.05379722,43.93201111,5.16,0,-19.2,0.68,3.4,0.006,0.7,0.9,0.35,0.207,4.71
75.05101944,43.94728889,3.51,0,-23,1.36,6.4,0.008,0.1,0.56,0.28,0.157,4.54
75.07713056,43.92478889,5.48,0.01,-21.1,0.99,6.9,0.012,1.6,1.15,0.38,0.475,4.63
75.07185278,43.93562222,5.48,0.05,-24.1,0.83,4,0.025,1.1,0.89,0.3,0.46,4.61
75.07185278,43.93756667,5.25,0,-6.9,0.82,5.4,0.007,0.7,1.1,0.43,0.215,4.85
75.08129722,43.94312222,5.72,0.07,-28.2,0.79,3.6,0.008,0.7,0.71,0.32,0.058,4.58
75.03907222,43.92034444,4.8,0.25,-14.3,0.34,1.8,0.01,0.5,0.96,0.2,0.052,4.69
75.03629444,43.92256667,3.65,0,16.7,0.94,6.3,0.016,0.5,1.23,0.24,0.19,5.42
75.03990556,43.92006667,4.88,0.33,-17.6,,1.8,0.005,1.4,0.99,0.2,0.037,4.87
75.01713056,43.94034167,5.5,0.04,-31.3,0.27,5.2,0.023,0,0.72,0.26,0.136,4.59
75.024075,43.94200833,5.03,0.37,-22.2,0.3,2.2,0.002,0.7,0.89,0.26,0.051,4.58
75.02157222,43.9234,5.68,,18.7,0.45,6.4,0.006,0.4,1.85,0.57,0.094,5.66
75.01573889,43.91645556,4.6,0.16,-19.5,0.27,2.1,0.001,0.3,0.93,0.26,0.074,4.73
75.01129444,43.9209,3.98,0,15.1,2.55,12.1,0.019,2.8,1.36,0.35,0.46,5.08
75.00435,43.91117778,5.13,0.13,-9.5,0.4,2.6,0.003,1.1,1.04,0.32,0.05,4.78
74.96323889,43.95450833,6,0.18,-21.8,0.25,2,0.004,1.1,1.19,0.33,0.033,4.73
74.99101667,43.92145278,5.02,,-12.4,0.43,2.6,0.003,1.3,1.07,0.36,0.049,4.92
75.00157222,43.92534167,4.53,,-17.2,0.87,8.2,0.011,0,0.82,0.33,0.172,4.7
75.00268333,43.92700833,5.07,,7.6,0.94,8,0.015,1.3,1.4,0.41,0.62,5.16
74.99740556,43.93423056,6.74,,-38.2,0.38,7.2,0.02,0.3,1.12,0.36,0.109,4.56
75.00823889,43.93450833,5.53,,-13.5,0.25,0.2,0.002,0.5,0.82,0.25,0.072,4.72
74.98296111,43.94256389,6.54,0,-39.7,0.3,7.2,0.013,1,1.05,0.34,0.14,4.43
74.99518611,43.94728611,4.67,0,-34.8,0.49,7.1,0.006,0,0.6,0.25,0.158,4.71
74.98323889,43.95311944,6.19,0,-33.7,0.21,0.9,0.007,0.3,0.78,0.29,0.075,4.55
74.99185278,43.953675,5.03,0.01,-60.5,1.19,9.6,0.011,0.1,0.58,0.3,0.328,4.51
74.94296111,43.938675,5.72,0.19,-4.9,0.22,2.7,0.003,3,1.88,0.5,0.049,5.42
74.92768333,43.94478611,5.3,0,3,0.49,8.7,0.008,0.6,1.42,0.65,0.161,5.19
74.92823889,43.95673056,5.63,0,-0.9,0.59,8.5,0.011,1.5,1.84,0.43,0.314,5.03
74.93407222,43.96173056,6.24,0.07,-15.7,0.16,3.2,0.005,1,1.3,0.33,0.051,4.78
74.93685,43.96200833,6,0.13,-13.1,0.09,1.4,0.003,1.7,1.32,0.33,0.042,4.83
74.92435,43.98061944,6.39,0.45,-6.2,0.18,0.5,0.017,3.6,1.69,0.46,0.027,5.11
74.92296111,43.98228611,6.4,0.51,-0.3,0.11,0.3,0.015,3.9,1.67,0.44,0.052,5.09
74.93212778,43.98534167,6.66,0.13,-13.5,0.26,3.7,0.005,0.1,1.43,0.39,0.037,4.84
74.92323889,43.99145278,6.28,0.23,-14.7,0.18,1.8,0.004,0.8,1.19,0.39,0.033,4.8
74.92573889,43.96311944,5.42,0.02,7.6,0.22,3.4,0.022,2.1,1.63,0.51,0.099,5.67
74.88657222,43.98978611,5.11,0.06,12.5,0.18,3.5,0.019,3.6,1.66,0.47,0.048,6.06
74.90101667,43.97006389,5.09,0,-1.3,0.56,4.5,0.024,0.5,1.33,0.44,0.169,5.11
74.86406944,43.98534167,5.49,0,-6.7,0.48,5.2,0.013,0,1.27,0.5,0.104,4.94
74.88823611,43.94450833,4.36,0,25.3,3.99,11.6,0.038,4.2,1.86,0.55,0.57,5.17
74.87573611,43.93728611,4.78,0,-7.2,0.21,2.4,0.004,0.1,0.98,0.26,0.05,4.82
74.83990278,43.96784167,3.53,0,59.6,1.91,12.5,0.018,2.6,2.34,0.84,0.675,5.73
74.76545556,44.02256111,1.34,,81.1,1.07,20.1,0.04,3.2,3.36,0.8,1.46,6.03
74.78795833,44.02533889,2.87,,152.8,2.24,19.6,0.031,7.3,4.17,1,1.46,6.44
74.79906944,44.01172778,5.27,0,-3.5,1.08,6.9,0.01,1.6,2.29,0.57,0.188,5.77
74.73601111,44.02867222,4.23,0,9.1,0.84,7.9,0.042,0.9,1.48,0.48,0.31,5.31
74.73156667,43.98172778,4.82,0.12,24.8,0.6,8.3,0.006,3.4,1.8,0.58,0.362,5.59
74.71850833,43.98006111,4.99,0.06,52.9,0.64,,0.009,2.3,2.49,0.79,0.414,6.61
74.67378333,43.96422778,5.69,0.2,5.2,0.13,4.6,0.006,3.6,1.73,0.57,0.022,5.59
74.67267222,43.94256111,5.75,0,-15.1,0.37,4.8,0.006,1,1.05,0.4,0.181,4.74
74.69572778,43.92978333,6.07,0.21,30.5,0.29,3.6,0.003,4.9,1.98,0.67,0.03,6.17
74.78295556,43.93339444,5.34,0.05,24.5,0.49,4,0.003,2.3,1.74,0.56,0.056,6.14
74.73573056,43.92783889,5.2,0,29.9,0.42,10,0.012,3.9,1.85,0.68,0.096,5.45
74.71823056,43.94339444,5.91,0,69.3,0.84,4.9,0.016,2.6,2.16,0.87,0.047,5.58
74.71628611,43.96033889,3.25,0.01,64,1.93,21.3,0.015,4.7,2,0.81,1.305,5.42
74.77461944,43.91895278,5.32,0.07,26.2,0.43,4.4,0.026,2.5,1.95,0.69,0.164,6.37
74.77545278,43.91311944,3.65,0,13.6,1.32,,0.015,0.5,1.47,0.58,1.09,5.84
74.83628889,43.933675,4.46,0,112.2,1.32,7.2,0.011,6.3,2.59,0.95,0.103,6.96
74.84684444,43.92089722,4.73,0.05,4.3,1.23,8.6,0.009,4.4,1.38,0.47,0.654,5.08
74.82323333,43.90978611,6.21,0,-20.8,0.31,3.7,0.008,0.3,1.39,0.27,0.064,4.69
74.81767778,43.89395278,5.86,0.02,-21.1,0.3,2.5,0.005,0.3,1.01,0.28,0.049,4.69
74.86601111,43.86534167,6.13,0.02,-21.7,0.32,,0.006,0,0.93,0.33,0.046,4.65
