LONG ,LAT ,SO4_mgL,NO3_mgL,ANC,DIC,DOC,P_total,SIO2_mgL,Ca_mgL,Na_mgL,Fe_mgL,LAB_pH
73.66317778,43.68478611,2.4,,298.4,5.87,12.6,0.041,2.8,5.98,0.4,0.132,6.38
73.61623333,43.70839722,4.25,0,580.8,9.39,5.9,0.023,1.7,12.05,0.26,0.088,6.71
73.64123333,43.69839722,6.29,0,500.9,5.84,5.4,0.02,2.3,11.93,0.5,0.005,7.61
73.6454,43.70228611,6.17,0,666.1,7.17,7.4,0.013,4.1,14.97,0.55,0.007,8.42
73.5954,43.72089722,7.06,0,785.1,8.97,7.8,0.025,0.4,17.63,0.5,0.021,7.75
73.530675,43.71034167,6.95,,140.9,1.95,4.1,0.018,0,4.3,0.5,0.008,7.35
73.53706389,43.71256389,7.65,0,10.5,0.25,3.9,0.008,0.1,2.48,0.39,0.082,5.75
73.56317778,43.76200556,21.06,0.01,189.7,2.73,4,0.021,3.1,8.15,1.71,0.196,6.8
73.45705833,43.60951111,5.82,0,323.3,3.56,5,0.018,0.4,6.1,0.52,0.026,7.46
73.48928056,43.55451111,4.81,0,313.6,,9,0.036,1.9,6.06,0.56,0.2,6.72
73.486225,43.58256667,2.92,0,530.7,8.81,5.4,0.029,1.8,9.03,0.72,0.33,7.12
73.51622778,43.59312222,5.67,0,22.3,2.21,7.9,0.022,2.2,2.08,0.31,0.152,5.37
73.52178333,43.59284444,5.12,0,1.1,3.15,6.6,0.011,1.9,1.45,0.36,0.376,4.88
73.52733889,43.5884,5.78,0,-17.2,1.18,4.9,0.012,0.5,1.23,0.3,0.128,4.71
73.51678056,43.57645556,4.88,0,23.5,1.67,6.4,0.035,1.9,1.65,0.36,0.246,5.41
73.53622778,43.57367778,8.09,0,4.4,0.32,2.5,0.007,2.6,2.44,0.41,0.005,5.77
73.55095,43.56062222,7.31,0,26.2,0.4,5.4,0.012,0.8,2.79,0.4,0.036,6.02
73.54844722,43.485625,7.68,0,321.9,3.74,2.9,0.009,2,7.17,0.73,0.02,7.55
73.57233611,43.50618056,6.51,0,83.1,1.19,4.1,0.018,0.4,3.2,0.68,0.014,6.98
73.578725,43.49729167,6.91,0,215,2.89,3.7,0.007,0,5.3,0.52,0.004,7.54
73.55789167,43.430625,12.27,,458.5,5.71,3.9,0.02,2.9,10.66,1,0.023,7.6
73.59400278,43.45173611,8.41,0,286,3.12,3.4,0.017,4.5,6.23,0.76,0.008,7.52
73.60233889,43.46034722,7.05,0,199.5,2.1,8.2,0.021,0.9,3.91,0.65,0.057,8.77
73.60233889,43.46284722,6.99,0,194.8,2.31,6.9,,1,3.89,0.64,0.055,8.69
73.60233889,43.465625,7.89,0,200.1,,4.1,0.006,1.1,4.31,0.77,0,7.34
73.57705833,43.41451389,8.75,0,426.5,5.45,3.2,0.016,3.8,10.08,1.16,0.021,7.87
73.58566944,43.49368056,5.74,0,297.4,4.06,6.3,0.024,1.9,6.79,0.66,0.029,7.16
73.55066944,43.473125,8.95,0,117.9,1.77,3.8,0.009,0.8,4.89,0.62,0,7.25
73.67456111,43.39451389,6.91,0,125.5,1.56,8.2,0.01,1.1,4.31,0.76,0.033,7.29
73.73206389,43.36201389,6.83,0,110.4,1.51,,0.023,0.1,3.64,0.86,0.045,7.15
73.75511944,43.35284722,4.64,0,123,,3,0.013,3.2,3.18,0.9,0.063,7.26
73.90320833,44.96059722,3.35,0.01,180,,9.8,0.006,0.1,3.37,0.35,0.234,7.07
74.00653611,44.80671111,6.74,0,425.1,4.72,4.5,0.01,3.7,7.82,2.04,0.081,7.74
73.8932,44.753375,9.18,0,813.5,10.37,5.7,0.019,0.8,16.84,4.59,0.128,8.56
73.95847778,44.69171111,4.46,0.1,193.5,,8.8,0.009,24.4,3.28,1.19,0.414,7.15
73.96208889,44.67532222,3.71,0,-32.2,0.2,4.1,0.014,0.1,0.44,0.18,0.179,4.47
73.96625556,44.67143333,3.97,0,-43.5,0.28,6.6,0.021,0,0.52,0.26,0.165,4.36
74.040425,44.7231,2.76,0,67.3,2.1,17.3,0.014,5.7,2.26,0.63,0.621,5.77
74.19099167,44.76449444,6.24,0,152.5,1.94,5.8,0.019,6,3.5,0.85,0.177,7.1
74.28599722,44.74088611,4.79,0,238.9,3.22,4.5,0.007,1.6,4.7,1.41,0.027,7.49
74.18765833,44.75005,2.56,0,-27.4,2.05,13,,0,0.74,0.22,0.251,4.5
74.18543611,44.74893889,5.02,0,87,2.69,9.2,0.087,0.4,2.88,0.63,0.228,6.09
74.18126667,44.73838333,5.8,0,356.1,4.54,5.5,0.015,6.1,7.25,2.66,0.058,7.78
74.1996,44.63005,6.38,0,126.9,1.93,3.2,0.006,5.5,4.45,0.76,0.028,7.44
74.13765278,44.59755,1.48,0,-7.9,0.13,6.1,0.009,0,0.54,0.15,0.056,5.02
74.12681944,44.60143889,3.18,0,-96.7,1.53,14.8,0.02,0.2,0.34,0.1,0.225,4.08
74.11543056,44.58032778,3.84,0,493.1,7.6,6.1,,5.4,7.41,1.21,0.11,6.84
74.19071111,44.57505278,6.85,0.19,326.2,4.32,2.8,0.01,8.4,6.97,1.28,0.104,7.27
74.17765556,44.55644167,5.64,0,12.3,1.12,3.5,0.024,0.8,1.72,0.56,0.069,5.59
74.17654444,44.55394167,5.67,0,0.2,1.12,3.8,0.019,0.4,1.35,0.52,0.103,5.09
74.11070833,44.76949167,4.77,0,105.7,1.57,4.3,0.009,2.8,2.98,0.48,0.06,6.94
74.13626389,44.705325,5,0.01,406.9,4.64,6.7,0.016,4.4,6.56,1.05,0.342,9.16
74.12876389,44.71199167,4.86,0,214.1,2.53,5.1,0.022,0.8,3.6,0.84,0.062,7.43
74.10793056,44.69088056,6.99,0,26,0.44,3.8,0.02,0.3,1.71,0.63,0.027,6.22
74.11098611,44.68643611,3.02,0,429,6.04,3.9,0.009,3.2,5.74,0.86,0.105,7.56
74.10070556,44.68226944,2.6,0,-47.6,1.34,9.2,0.05,0,0.36,0.08,0.125,4.32
74.06653889,44.70754444,4.91,,96.9,10.09,11.5,0.011,2.8,3.13,0.67,0.311,6.54
74.06514722,44.74448889,3.69,0,70.8,2.93,24.6,0.026,7.4,2.93,0.73,1.302,5.58
74.06626111,44.77282222,5.03,0,132.8,2.39,11.7,0.018,7.3,3.33,0.88,0.275,6.5
74.09903889,44.680325,0.25,0,184.9,5.82,6.9,0.046,2.3,3.37,0.69,1.08,6.2
74.09515,44.65199167,4.73,0,151.7,1.94,7.3,0.018,2.6,3.12,0.78,0.041,7.34
74.08792778,44.59810278,2.73,0,41.7,0.76,7.6,0.025,0.1,1.88,0.16,0.094,6.35
74.07098333,44.602825,5.73,0,720.6,11.54,4.6,0.033,8,11.26,1.2,0.195,6.82
74.07515,44.600325,7.16,0,603,8.77,3.1,0.04,5.5,9.01,1.11,0.062,7.32
74.07598333,44.58088056,2.81,0,-17.6,0.33,1.3,0.006,0.2,0.4,0.04,0.047,4.73
74.52850556,44.70700278,7.46,,1543.9,18.59,3.8,0.018,6.5,22.77,1.38,0.234,9.14
74.31988611,44.65783056,4.86,,366.2,4.3,12.7,0.024,5.2,5.72,2.01,0.651,7.18
74.27432778,44.65255278,1.93,,323.7,8.32,11.6,0.036,1.8,4.74,5.96,0.583,6.72
74.27877222,44.65060833,6.28,0,569,7.63,6.5,0.028,4.6,8.26,1.22,0.091,7.55
74.28932778,44.66033056,5.84,0.09,494.4,7.52,4.4,0.024,6.3,7.9,2.54,0.31,7.2
74.30127222,44.67783056,2.68,0,-17.1,0.26,2.7,0.024,0,0.49,0.07,0.025,4.74
74.31544167,44.68671944,5.15,,214.5,2.51,7.5,0.024,2.8,4.88,4.46,0.273,7.52
74.27877222,44.66838611,7.03,,793.4,1.2,2.9,0.01,9.9,15.21,1.52,0.037,8.93
74.27932778,44.59560833,6.41,0.15,610.6,7.92,2.6,0.008,10.5,7.16,6.48,0.047,7.6
74.266825,44.60366389,3.48,,147.6,2.35,8.7,0.029,2,2.32,0.78,0.267,6.62
74.26710278,44.60338611,2.65,,-2.3,0.5,7.4,0.029,0,0.52,0.21,0.086,4.82
74.26265833,44.61394167,5.36,0,406.8,4.85,10.1,0.032,11,6.66,1.77,0.625,7.19
74.77213611,44.55839444,3.97,0,57.2,1.48,5.6,0.012,0.1,2.36,0.53,0.055,6.84
74.64406944,44.58700556,4.06,0,27,3.67,12.9,0.017,3,2.27,0.49,0.552,5.22
74.69240833,44.58756111,3.52,0,46.1,1.53,15.4,0.021,4.5,2.36,0.46,0.604,5.74
74.58073056,44.52839444,5.08,0,6.1,0.44,8,0.012,2.8,1.91,0.45,0.085,5.34
74.60128889,44.53256111,4.57,0,12.7,0.56,4.9,0.007,0.6,1.63,0.48,0.18,5.62
74.69546111,44.51284167,5.44,0,-16.2,0.4,0.7,0.013,0,1.35,0.47,0.085,4.64
74.69379444,44.52089722,3.34,0,-2.6,0.45,3,0.007,0.1,0.9,0.24,0.073,5.23
74.69990833,44.51950833,3.52,0,-5.9,0.75,5.6,0.013,0.1,1.15,0.33,0.374,5.04
74.60545556,44.51200833,4.14,0,74.9,1.31,8.8,0.014,0.9,2.59,0.76,0.202,6.27
74.53572778,44.51256111,3.94,0,65.6,1.75,14,0.011,6.3,2.59,0.62,0.388,5.92
74.51628056,44.51506111,1.47,0,327.5,4.85,21.7,0.131,8.2,5.47,0.98,1.551,6.62
74.48128056,44.36506111,4.54,,149.1,2.14,2.8,0.006,2,3.25,0.73,0.021,7.35
74.47739167,44.34311667,4.98,,100.1,1.52,7.3,0.013,5.1,2.86,0.67,0.055,6.6
74.44738889,44.34839444,5.16,0,9.6,0.24,3.3,0.009,0,1.85,0.43,0.013,5.64
74.43072222,44.35783611,4.46,0.02,58,0.95,3.3,0.003,2,2.4,0.53,0,6.88
74.451,44.36950556,5.37,,83.5,0.98,4.5,0.006,0.3,2.83,0.63,0.009,6.93
74.43738889,44.38228333,5.32,0,98.4,1.08,5.8,0.012,4,3.03,0.8,0.035,5.85
74.39571944,44.39589167,5,0.04,202.5,2.5,3,0.004,6.2,3.99,0.9,0.022,7.48
74.37710833,44.38811389,3.69,0,-23.8,0.14,2.7,0.005,0,0.65,0.14,0.015,4.66
74.38044167,44.38505833,2.26,0,-16.6,0.34,3.2,0.069,0,0.42,0.06,0.044,4.82
74.39071944,44.38394722,5.8,0,84.9,1.5,3.5,0.002,3.9,3.03,0.74,0.06,6.72
74.38683056,44.38089167,4.77,0,68.2,1,8.4,0.008,3.8,2.49,0.71,0.086,6.49
74.38405278,44.39505833,6.2,0,81.8,1.22,4.2,0.013,4,3.15,0.74,0.076,7
74.37821944,44.39339167,2.08,0,-18.6,1.26,7,0.026,0,0.64,0.05,0.058,4.67
74.37794167,44.39505833,5.82,0,67.2,0.76,5.4,0.007,4.1,2.87,0.66,0.129,6.65
74.378775,44.39728056,4.24,0,56.4,0.47,9,0.038,1.2,2.58,0.43,0.2,6.14
74.36016389,44.39255833,3.26,0,170,1.91,6.7,0.016,8.8,3.07,0.72,0.148,6.73
74.34183056,44.39033611,5.56,0,6.3,0.22,5,0.017,0.3,1.92,0.42,0.054,5.59
74.36460833,44.38339167,5.58,0,83.9,1.19,3.8,0.004,1.4,2.98,0.74,0.004,6.92
74.34210833,44.38616944,6.43,0,72.3,0.98,7.5,0.007,6.7,2.7,0.7,0.292,6.11
74.33849722,44.39005833,4.19,0,12.8,1.45,4.8,0.009,0.3,1.36,0.33,0.054,5.17
74.34683056,44.37700278,5.34,0,23.9,1.22,16.1,0.018,2.9,2.59,0.6,0.75,5.26
74.29266111,44.382,6.84,0,43.7,0.54,3.7,0.005,3.2,2.76,0.67,0.012,6.77
74.30043889,44.38172222,4.77,0,20.3,0.37,3.4,0.003,0.3,1.37,0.4,0.004,6.15
74.30238333,44.37727778,3.03,0,-0.9,0.56,5.3,0.031,0,0.99,0.26,0.072,5.13
74.31155,44.36672222,5.77,0,43.6,1.91,21.2,0.022,5.6,3.23,0.77,0.067,5.2
74.31349444,44.37061111,5.74,,23.9,3.05,20,,5.6,3.26,0.87,0.81,4.98
74.62906944,44.66311389,2.05,0,130.4,2.27,15.7,0.045,5.5,3.3,0.5,1.144,6.39
74.54128333,44.61116944,4.79,0,112.6,1.56,6.6,0.006,1.3,3.13,0.65,0.046,6.93
74.59073333,44.57950556,4.89,0,159.6,2.13,4.2,0.01,1.2,3.62,0.78,0.02,7.28
74.57461944,44.59089444,7.99,0,404.6,5.29,5.3,0.014,7.2,7.05,0.94,0.066,7.61
74.50044722,44.66144722,6.41,,1208.4,15.22,8.3,0.024,0.6,16.37,0.6,0.107,8.72
74.49544722,44.65728056,2.38,0,7.1,0.37,6.6,0.014,0.1,0.43,0.07,0.083,4.48
74.49766944,44.66061389,2.02,0,-5,0.1,5.9,0.017,0.1,0.73,0.08,0.036,4.97
74.48489167,44.63950278,7.66,0.02,1397,17.51,3.6,0.013,7.4,20.94,1.2,0.026,8.02
74.48155833,44.63505833,6.81,0.23,1300,17.63,1.2,0.002,9.1,19.86,1.55,0,8.62
74.34599444,44.53116667,4.31,0,46.2,0.84,7.6,0.031,0.9,2.02,0.74,0.398,6.33
74.24876944,44.57921944,5.54,0.07,251.7,3.84,11.3,0.068,6.4,4.58,1.27,0.365,6.29
74.266825,44.54588611,8.28,0.01,155,2.17,7,0.017,4.2,3.93,1.52,0.131,6.94
74.26821389,44.54449722,6.79,0,175.2,2.51,6.5,0.017,4.2,3.63,1.55,0.11,6.98
74.29876944,44.51894444,2.7,0,-16.5,2.06,9.5,0.023,0.5,0.62,0.24,0.305,4.62
74.29293611,44.51505556,6.32,0,244.1,3.02,5.3,0.002,6.9,4.67,1.25,0.203,7.03
74.29376944,44.50866667,5.46,0,118.9,1.78,5.5,0.004,3.2,2.95,0.8,0.056,6.51
74.29265833,44.50283333,2.02,0,-62,1.03,14.3,0.035,0,0.39,0.06,0.134,4.22
74.304325,44.4995,4.3,0,174.5,3.11,4.9,0.024,2.8,3.12,0.75,0.535,6.7
74.26376944,44.49311111,2.36,0,-31.4,0.42,3.7,0.009,0.1,0.15,0.04,0.06,4.47
74.29793611,44.48394444,5.81,0,43.2,0.24,10.7,0.028,2.2,2.21,0.61,0.144,6.11
74.30321389,44.49644444,3.77,0,7.9,0.27,3.4,0.022,0,0.99,0.25,0.054,5.67
74.27376944,44.46811111,6.48,0,53.2,0.68,7,0.018,1.8,2.73,5.28,0.08,6.54
74.28349167,44.462,6.29,0,-5.4,0.19,3,0.007,0.4,1.71,0.35,0.024,5
74.25404722,44.49227778,6,0,110.9,2.46,9.7,0.021,5.4,2.78,1.13,0.42,6.01
74.241825,44.44366667,5.24,0.01,161.7,1.94,5.8,,0.2,2.92,1,0.024,7.28
74.249325,44.43755556,2.47,0,13.1,0.49,10.9,0.088,0.2,1.02,3.08,0.155,5.65
74.20015556,44.45033056,5.94,0,322.4,3.54,8,0.014,3.8,6.26,1.79,0.535,6.89
74.45433333,44.63478056,3.51,,215.8,2.67,15.4,,5.9,4.52,1.13,0.864,6.86
74.48239167,44.62033611,4.47,0,194.1,3.18,7.5,0.024,0.8,3.66,0.84,0.939,6.8
74.49683611,44.58339444,4.28,,353.8,4.55,9,0.022,6.8,4.84,0.82,0.268,7.12
74.46238889,44.55755833,2.81,,-23.6,0.32,5.4,0.012,0.2,0.5,0.1,0.081,4.59
74.45155556,44.51589444,3.45,,-35.9,0.33,3.9,0.012,0.4,0.33,0.08,0.084,4.42
74.500725,44.51867222,6.18,0.04,212.8,3.14,3.7,0.01,8.5,4.33,1.08,0.162,6.88
74.39488611,44.51894722,3.32,0.01,77.3,2.08,10.5,0.029,2,2.04,0.59,0.559,5.98
74.36210556,44.50089167,3.06,0,-41.2,0.88,7.4,0.023,0,0.34,0.08,0.176,4.32
74.31516111,44.4745,4.11,0,-36.5,0.49,4.2,0.017,0.4,0.52,0.18,0.099,4.51
74.31877222,44.46866667,6.52,0.01,273.8,3.24,6.3,0.014,8.7,4.78,1.08,0.48,6.85
74.30432778,44.43616667,6.63,0,142.7,3.16,5.6,0.032,5.6,3.49,1.22,0.104,6.53
74.29877222,44.43922222,5.37,0,128.7,1.84,7,0.031,6.8,3.7,0.95,0.033,6.81
74.29349444,44.44644444,2.72,0,58.9,2.12,9.8,0.057,6.7,2.09,0.62,0.141,5.95
74.29988333,44.41783333,4.44,0,100.7,1.33,3.3,0.016,4.6,2.35,0.82,0.029,7.02
74.30043889,44.43338889,6.07,0,199,2.85,3.4,0.01,6.3,4.14,0.98,0.024,7.11
74.30099444,44.43672222,6.21,0,206.4,2.74,3.5,0.01,6.8,4.22,0.99,0.023,7.44
74.29293889,44.44561111,6.09,0,204.1,3.02,5.8,0.022,7.8,4.15,1.1,0.209,7.09
74.27043611,44.43172222,4,0,229.4,2.75,6.3,0.056,5.3,3.92,2.45,0.159,7.4
74.27460278,44.43255556,2.17,0,-34.4,0.82,3.6,0.011,0.1,0.33,0.06,0.08,4.61
74.25849167,44.43894444,5.59,0,264.3,3.49,3.7,0.035,6.7,4.53,1.82,0.022,7.34
74.25849167,44.43977778,3,0.02,199.6,4.42,17,0.033,5.6,4.05,2.64,0.893,6.29
74.25710278,44.42311111,4.24,0,166.1,1.96,4.1,0.015,3.4,3.09,1.48,0.034,7.47
74.28293889,44.3845,5.04,0,31.1,0.79,5.5,0.016,0,1.66,0.54,0.055,6.07
74.29210556,44.38977778,6.42,0,40.4,0.57,3.3,0.003,0.9,2.45,0.61,0.198,6.71
74.28071667,44.39033333,2.66,0,-14.8,1.4,4.8,0.02,0,0.5,0.05,0.064,4.68
74.27682778,44.39116667,2.29,0,-5.5,0.8,5.9,0.018,0,0.44,0.04,0.057,4.88
74.28238333,44.3945,2.63,0,4.6,0.47,6.7,0.016,0,1.07,0.1,0.064,5.03
74.28155,44.40061111,0.64,0,8.5,1.46,7.8,0.036,0,0.48,0.1,0.212,5.21
74.28599444,44.40172222,6.75,0.05,-9.5,0.17,0.7,0.002,0,1.78,0.4,0.012,5.01
74.29043889,44.39394444,4.3,0,15.2,1.51,6,0.016,0.7,1.61,0.26,0.189,5.29
74.31349444,44.39894444,5.42,0,2.3,0.36,3.7,0.007,0,1.42,0.46,0.082,5.31
74.29960556,44.42811111,4.79,0,-7.6,0.25,5.4,0.01,1.1,1.4,0.34,0.068,5.32
75.06242222,44.27895,5.46,0,-3.7,0.34,3.1,0.005,0,1.27,0.38,0.102,5.08
75.07686667,44.26811667,3.94,0,7.6,0.52,5.4,0.014,0,1.7,0.45,0.254,5.48
75.06853333,44.25783889,4.8,0,-0.9,0.37,4.2,0.007,0,1.7,0.5,0.119,5.33
75.03686667,44.44339444,2.95,0,227.6,5.86,10.1,0.022,3,3.86,0.39,0.147,6.3
75.02464444,44.43533889,5.69,0,236.9,2.96,5.8,0.007,1.5,4.99,0.4,0.036,7.38
75.00464167,44.46783889,2.69,,671.8,10.52,13.4,0.036,5.7,8.7,0.91,0.434,6.81
75.04381111,44.41200556,3.11,0,55,2.36,12.8,0.032,0.7,1.94,0.34,0.207,5.69
74.98491944,44.44534167,5.17,0,492.8,5.65,8.5,0.014,3.9,10.88,0.48,0.044,7.57
74.96130833,44.46534167,3.76,0,112.8,1.86,10.2,0.02,0,3.12,0.61,0.009,6.48
74.96630833,44.45895278,5.29,0,137.4,1.98,7.3,0.011,1.7,3.33,0.44,0.076,6.82
74.93075,44.44700833,3.48,0,-2,1.63,20.7,0.033,5,2,0.55,0.165,4.7
74.86546944,44.39284167,4.07,0,81.5,2.74,12.3,0.019,2.5,2.48,0.49,0.203,5.98
74.82935556,44.38423056,4.88,0,76.7,1.65,9.2,0.021,4.2,2.27,0.63,0.315,6.24
74.76963056,44.37978611,4.66,0.03,41.5,0.99,12.1,0.019,5.1,1.84,0.57,1.033,5.82
75.09047778,44.40478333,2.59,0,46.9,2.71,10.7,0.053,0.1,1.66,0.28,0.292,5.68
75.0702,44.40339444,3.33,,195,3.99,20.2,0.034,6.2,4.24,0.92,1.115,6.25
75.08853333,44.39256111,5.18,0,137.8,1.62,7.9,0.01,2.2,3.29,0.45,0.045,6.98
74.98936389,44.36256111,2.63,0,27.1,1.95,17.7,0.021,2.6,1.61,0.5,0.812,5.18
74.94658333,44.32589444,3.92,0.04,140.2,3.04,10.5,0.019,4.8,2.93,0.63,0.322,6.25
74.94825,44.31811667,3.9,0,21.6,1.63,9.9,0.01,1.5,1.69,0.56,0.24,5.34
74.87185833,44.391175,4.73,0,176.7,3.06,10.1,0.013,0.6,3.99,0.83,0.15,6.66
74.81268889,44.34950556,4.99,0,132.6,2.2,3.2,0.011,4.4,2.97,0.86,0.023,6.87
74.80935556,44.33700556,5.9,0.02,206.3,2.84,3.2,0.009,4,4.23,1.1,0.057,7.24
74.85519167,44.33561667,5.46,0,108,1.58,4,0.016,2.2,3.06,0.74,0.02,6.96
74.97936389,44.34006111,4.43,0,227.8,4.9,7.3,0.014,6.5,4.69,0.76,0.358,6.52
74.99741944,44.34311667,4.28,0,16.6,0.46,4.1,0.02,0.5,1.82,0.46,0.07,5.93
75.01353056,44.35200556,2.52,0,39.4,2.4,10.3,0.042,2.1,1.89,0.39,0.613,5.61
74.95186111,44.24256111,5.48,0.07,154.8,3.4,11.8,0.025,7.4,3.57,0.84,0.736,6.26
74.95047222,44.24783889,5.04,0,82,0.88,4.5,0.01,0.1,2.53,0.53,0.026,7.01
74.83907778,44.28672778,3.68,0,37.2,2.46,14.7,0.024,2,1.77,0.4,0.913,5.29
74.85157778,44.28839444,3.26,0,71.9,2.87,14,,4.1,2.19,0.58,0.544,5.8
74.83907778,44.28867222,3.55,0.04,84.8,2.99,22.1,0.026,5.7,2.7,0.56,0.034,5.61
74.82991111,44.29256111,4.88,0,202.2,4.12,10.4,0.015,5.6,4.2,0.94,0.81,6.51
74.82074167,44.23172778,4.66,0.01,195,,3.8,0.01,4.2,4.16,6.48,0.127,7.34
74.76213056,44.27145,5.21,0,87.1,1.45,8.6,0.026,1,2.88,1.43,0.57,6.46
74.76879722,44.26367222,2.18,0,-134,2,35,0.041,0,0.69,0.23,0.008,3.93
74.69601389,44.28422778,1.28,0,17.8,2.65,23.8,,2.6,1.16,0.42,0.48,5.03
74.69351389,44.28311667,2.56,,11.6,2.49,11,0.051,1.4,2.41,10.2,0.893,5.6
74.69156944,44.28283889,2.18,0,-22.9,1.27,4.8,0.027,0.2,0.39,0.05,0.037,4.59
74.69629167,44.28867222,5.52,0,28.1,0.91,6.5,0.022,0,2.99,29.2,0.345,6.02
74.79963056,44.30589444,3.37,0.07,49,1.3,28.2,0.025,7.2,2.45,0.65,1.329,5.18
74.81157778,44.30561667,3.53,0,-18.3,0.67,2.9,0.034,0.1,0.8,0.26,0.133,4.76
74.79963333,44.32978333,5.06,0,118.9,2.12,5.5,0.02,1.6,3,0.84,0.039,6.57
74.75518333,44.25228333,3.9,0.01,30.7,0.58,13.2,0.03,3.3,3.15,11.76,0.152,5.82
74.74435,44.25506111,3.66,0.04,132.5,3.07,15.9,0.021,7.2,3.48,1,1.283,6.14
74.667125,44.28950556,5.96,0,192.4,2.72,6.4,0.012,2.1,5.37,1.99,0.07,7.31
74.66434722,44.25061667,3.19,0,77.6,1.11,5.3,0.01,0,2.05,0.08,0.013,6.92
74.662125,44.25006111,5.57,0,218.5,2.89,3.7,0.008,8.2,4.39,1.53,0.103,7.75
74.63962222,44.26756111,4.84,0,110.9,3.53,18.1,0.026,2.9,3.56,2.12,2.509,6.12
74.66517778,44.22700556,4.11,0.01,28.7,0.44,3.8,0.005,0,1.09,0.09,0,6.45
74.66267778,44.22978333,2.49,0,65.7,1.1,3.2,0.015,0,1.67,0.2,0.02,6.86
74.64462222,44.24811667,4.77,0,29.6,0.6,5.7,0.01,0.8,1.77,0.57,0.03,6.29
74.65795556,44.24006111,2.02,0,69.9,1.2,4.5,0.007,0,1.78,0.1,0.021,6.69
74.70906944,44.21228333,4.75,0,144,1.57,7.4,0.026,3.7,3.24,1.04,0.216,6.58
74.70156944,44.16145,3.05,0,115.6,4.77,10,0.031,3.2,2.56,1.1,0.39,5.93
75.25353611,44.21367222,6.41,0,13,0.34,4.7,0.012,0.4,1.9,0.37,0.035,5.98
75.21853611,44.19728611,9.44,0,1124,14.04,19.1,0.026,5.5,15.7,3.19,0.086,7.26
75.23353611,44.20756389,8.75,0,1294.7,16.62,4.2,0.003,6.7,25.62,2.61,0.05,8.31
75.22825556,44.17895278,2.72,0,74.4,5.59,9.3,0.029,1.9,2.17,0.31,0.275,5.63
75.20436944,44.22311667,7.97,0.01,400,4.96,4.3,0.006,4.7,7.75,2.2,0.061,7.78
75.22326111,44.24756111,2.54,0,29.2,0.3,4.4,0.013,0,1.29,0.12,0.036,6.3
75.22909444,44.25561667,12.35,0,2671,7.29,3.2,0.013,4.2,31.92,1.45,0.028,8.76
75.20464444,44.16034167,5.47,0,33.1,0.7,6.3,0.011,0.2,2.62,0.42,0.099,6.01
75.19325278,44.15534167,2.16,0,121.7,2.85,9.1,0.029,1.6,3.29,0.42,1.28,6.12
75.19436389,44.15645278,2.63,0,114.8,2.44,9.5,0.039,1.5,3.27,0.42,0.485,6.16
75.17881111,44.17339722,2.73,0,30.7,4.44,12.8,0.02,2.9,1.75,0.31,0.686,5.19
75.16408611,44.156175,3.26,0,46.1,0.79,,0.016,0.1,2.37,0.43,0.91,6.21
75.177975,44.13923056,3.77,0.1,76.7,1.13,7.4,0.023,3.3,2.81,0.78,0.425,6.29
75.15575278,44.14673056,3.55,0.02,29.3,0.9,11.7,0.015,2.6,1.96,0.57,0.95,5.58
75.140475,44.16645278,5.2,0,23.7,0.67,5.7,0.011,0.1,1.83,0.58,0.228,5.85
75.22242222,44.16673056,4.85,0,243.3,3.01,10,0.017,2.5,5.51,0.73,1.17,6.93
75.275475,44.12978611,5.16,0,94.2,1.7,8.6,0.015,0.3,2.89,0.54,0.186,6.51
75.28158889,44.14811944,1.73,0,34.6,0.45,10.7,0.095,0,1.73,0.26,0.119,6.18
75.26047778,44.14284167,2.34,0,111.7,6.1,10,,0.6,2.68,0.16,0.58,5.86
75.22214167,44.11895278,5.52,0,128.2,1.73,,0.016,4.3,3.88,0.9,0.41,6.44
75.30214167,44.12589722,1.92,0.03,229.9,4.63,11.6,0.088,2.2,3.67,0.48,0.76,6.48
75.23991944,44.09756389,6.53,0.16,22.8,0.41,,0.002,2.5,2.61,0.57,0.056,6.1
75.20352778,44.08006389,3.23,0.02,22.8,1.56,12.3,0.039,1.8,1.51,0.5,1.038,5.4
75.19158333,44.07506389,4.51,0.04,15.1,1,5.9,0.009,0.2,1.14,0.38,0.168,5.51
75.17547222,44.11339722,6.01,0,10.6,0.29,4.9,0.009,0,1.82,0.48,0.163,5.66
75.15575,44.11228611,5.18,0.1,8.1,0.63,3.6,0.004,1.8,1.51,0.48,0.046,5.67
75.22241111,43.99812222,4.67,0.01,-10.1,0.51,4.9,0.035,0.2,1.32,0.37,0.054,4.79
75.17741389,44.05978611,3.63,0,49.4,6.93,6.5,0.018,1.9,1.43,0.48,0.117,6.08
75.17269167,44.06478611,3.85,0,-5.4,2.04,8.9,0.023,0.2,0.96,0.33,0.62,4.83
75.15241389,44.073675,4.22,0,-6.2,0.79,12.7,0.025,3.6,1.4,0.3,0.625,4.63
75.12880278,44.06561944,2.22,0.09,42.2,0.92,20,0.051,8.1,2.03,1.09,1.73,5.6
75.11491111,44.03700833,3.56,0,,0.63,12,0.032,2.6,1.79,0.64,0.882,5.54
75.0863,44.02811944,3.69,0,82.3,1.41,,0.038,4.9,2.45,1.6,0.52,6.37
75.05518889,44.00561944,4.45,0,4.3,1.16,,0.032,4.7,1.65,0.57,0.59,5.19
75.05796389,43.97034167,2.91,0,-46.5,2.66,16,0.027,2.1,0.65,0.36,0.657,4.34
